geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg
69946,30.810991287231445,-105.09658813476562,80.17,6.68,0.74,0.09,-0.01,0.0,-0.04,0.01,0.0,"[83.50,79.32,80.43,70.18,78.06,75.02,98.73,72.85,73.44,90.19]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.09,-0.07,-0.06,-0.07,-0.07,-0.07]",16.44,1168.24,163,182,,,,,,,0.17,-0.36,-0.79,0.63,0.31,0.01,,0.09,0.5,195.04
69946,30.810991287231445,-105.09658813476562,80.17,6.68,0.74,0.09,-0.01,0.0,-0.04,0.01,0.0,"[83.50,79.32,80.43,70.18,78.06,75.02,98.73,72.85,73.44,90.19]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.09,-0.07,-0.06,-0.07,-0.07,-0.07]",16.44,1168.24,163,182,,,,,,,0.17,-0.36,-0.79,0.63,0.31,0.01,,0.09,0.5,195.04
69947,30.810991287231445,-105.09654235839844,80.21,6.74,0.75,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.50,79.32,80.42,70.31,78.08,75.04,98.79,72.93,73.46,90.24]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.09,-0.07,-0.06,-0.06,-0.07,-0.07]",16.09,1167.88,163,183,,,,,,,0.17,-0.36,-0.79,0.64,0.31,0.01,,0.09,0.53,142.88
69947,30.810991287231445,-105.09654235839844,80.21,6.74,0.75,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.50,79.32,80.42,70.31,78.08,75.04,98.79,72.93,73.46,90.24]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.09,-0.07,-0.06,-0.06,-0.07,-0.07]",16.09,1167.88,163,183,,,,,,,0.17,-0.36,-0.79,0.64,0.31,0.01,,0.09,0.53,142.88
69948,30.810991287231445,-105.09649658203125,80.24,6.82,0.76,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.48,79.30,80.44,70.47,78.08,75.03,98.84,72.99,73.46,90.30]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.10,-0.07,-0.06,-0.06,-0.07,-0.07]",15.62,1167.42,163,184,,,,,,,0.18,-0.36,-0.8,0.63,0.31,0.01,,0.11,0.51,134.3
69948,30.810991287231445,-105.09649658203125,80.24,6.82,0.76,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.48,79.30,80.44,70.47,78.08,75.03,98.84,72.99,73.46,90.30]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.10,-0.07,-0.06,-0.06,-0.07,-0.07]",15.62,1167.42,163,184,,,,,,,0.18,-0.36,-0.8,0.63,0.31,0.01,,0.11,0.51,134.3
69949,30.810991287231445,-105.09646606445312,80.26,6.91,0.77,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.44,79.26,80.48,70.65,78.06,75.00,98.88,73.04,73.44,90.35]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.10,-0.07,-0.06,-0.06,-0.07,-0.07]",15.14,1166.94,163,185,,,,,,,0.18,-0.36,-0.81,0.61,0.31,0.0,,0.12,0.39,211.56
69949,30.810991287231445,-105.09646606445312,80.26,6.91,0.77,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.44,79.26,80.48,70.65,78.06,75.00,98.88,73.04,73.44,90.35]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.11,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.10,-0.07,-0.06,-0.06,-0.07,-0.07]",15.14,1166.94,163,185,,,,,,,0.18,-0.36,-0.81,0.61,0.31,0.0,,0.12,0.39,211.56
69950,30.810991287231445,-105.09640502929688,80.29,7.0,0.78,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.41,79.22,80.53,70.83,78.05,74.98,98.93,73.09,73.43,90.41]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.12,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.10,-0.07,-0.06,-0.06,-0.06,-0.07]",15.94,1167.74,163,186,,,,,,,0.19,-0.36,-0.81,0.6,0.31,0.0,,0.28,0.5,179.28
69950,30.810991287231445,-105.09640502929688,80.29,7.0,0.78,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.41,79.22,80.53,70.83,78.05,74.98,98.93,73.09,73.43,90.41]","[0.11,0.11,0.12,0.07,-0.04,0.10,0.12,0.12,0.11,0.10]","[-0.08,-0.07,-0.06,0.11,0.10,-0.07,-0.06,-0.06,-0.06,-0.07]",15.94,1167.74,163,186,,,,,,,0.19,-0.36,-0.81,0.6,0.31,0.0,,0.28,0.5,179.28
69951,30.810991287231445,-105.09637451171875,80.31,7.09,0.79,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.37,79.18,80.57,71.01,78.04,74.95,98.97,73.14,73.42,90.46]","[0.11,0.11,0.12,0.07,-0.05,0.10,0.12,0.12,0.11,0.10]","[-0.08,-0.08,-0.06,0.10,0.10,-0.07,-0.06,-0.06,-0.06,-0.07]",17.25,1169.05,163,187,,,,,,,0.2,-0.36,-0.82,0.58,0.31,0.0,,0.27,0.49,139.45
69951,30.810991287231445,-105.09637451171875,80.31,7.09,0.79,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.37,79.18,80.57,71.01,78.04,74.95,98.97,73.14,73.42,90.46]","[0.11,0.11,0.12,0.07,-0.05,0.10,0.12,0.12,0.11,0.10]","[-0.08,-0.08,-0.06,0.10,0.10,-0.07,-0.06,-0.06,-0.06,-0.07]",17.25,1169.05,163,187,,,,,,,0.2,-0.36,-0.82,0.58,0.31,0.0,,0.27,0.49,139.45
69952,30.810991287231445,-105.09630584716797,80.33,7.19,0.8,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.33,79.15,80.62,71.19,78.02,74.92,99.01,73.18,73.41,90.52]","[0.11,0.11,0.12,0.06,-0.05,0.10,0.12,0.12,0.11,0.10]","[-0.09,-0.08,-0.05,0.10,0.10,-0.06,-0.06,-0.06,-0.06,-0.07]",18.34,1170.14,163,188,,,,,,,0.2,-0.36,-0.82,0.57,0.31,0.0,,0.2,0.47,165.97
69952,30.810991287231445,-105.09630584716797,80.33,7.19,0.8,0.09,-0.01,0.0,-0.03,0.01,0.0,"[83.33,79.15,80.62,71.19,78.02,74.92,99.01,73.18,73.41,90.52]","[0.11,0.11,0.12,0.06,-0.05,0.10,0.12,0.12,0.11,0.10]","[-0.09,-0.08,-0.05,0.10,0.10,-0.06,-0.06,-0.06,-0.06,-0.07]",18.34,1170.14,163,188,,,,,,,0.2,-0.36,-0.82,0.57,0.31,0.0,,0.2,0.47,165.97
69953,30.810991287231445,-105.09628295898438,80.36,7.28,0.81,0.09,-0.01,0.0,-0.03,0.02,0.0,"[83.30,79.11,80.66,71.36,78.01,74.89,99.05,73.23,73.39,90.58]","[0.11,0.11,0.12,0.06,-0.05,0.10,0.12,0.12,0.11,0.10]","[-0.09,-0.08,-0.05,0.10,0.10,-0.06,-0.06,-0.05,-0.06,-0.07]",19.39,1171.19,163,189,,,,,,,0.21,-0.36,-0.83,0.56,0.31,0.0,,0.18,0.5,204.09
