geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg
70090,30.810991287231445,-105.09012603759766,80.34,7.87,0.87,0.09,0.0,0.0,-0.03,0.02,0.0,"[82.39,78.33,84.25,79.05,79.43,73.71,90.58,73.99,71.46,90.26]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.08,-0.07,-0.05,0.13,0.08,-0.07,-0.05,-0.05,-0.06,-0.06]",37.15,1188.95,163,326,,,,,,,0.11,-0.08,-0.77,0.76,0.82,0.01,,0.25,0.5,154.33
70090,30.810991287231445,-105.09012603759766,80.34,7.87,0.87,0.09,0.0,0.0,-0.03,0.02,0.0,"[82.39,78.33,84.25,79.05,79.43,73.71,90.58,73.99,71.46,90.26]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.08,-0.07,-0.05,0.13,0.08,-0.07,-0.05,-0.05,-0.06,-0.06]",37.15,1188.95,163,326,,,,,,,0.11,-0.08,-0.77,0.76,0.82,0.01,,0.25,0.5,154.33
70091,30.810991287231445,-105.090087890625,80.39,7.89,0.88,0.09,0.0,0.0,-0.03,0.01,0.0,"[82.45,78.38,84.25,79.12,79.50,73.76,90.58,74.08,71.49,90.34]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.08,-0.07,-0.05,0.13,0.08,-0.06,-0.05,-0.05,-0.06,-0.06]",36.76,1188.56,163,327,,,,,,,0.11,-0.09,-0.77,0.75,0.82,0.01,,0.25,0.5,213.81
70091,30.810991287231445,-105.090087890625,80.39,7.89,0.88,0.09,0.0,0.0,-0.03,0.01,0.0,"[82.45,78.38,84.25,79.12,79.50,73.76,90.58,74.08,71.49,90.34]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.08,-0.07,-0.05,0.13,0.08,-0.06,-0.05,-0.05,-0.06,-0.06]",36.76,1188.56,163,327,,,,,,,0.11,-0.09,-0.77,0.75,0.82,0.01,,0.25,0.5,213.81
70092,30.810991287231445,-105.09002685546875,80.44,7.9,0.88,0.09,0.0,0.0,-0.02,0.01,0.0,"[82.52,78.44,84.25,79.18,79.58,73.80,90.57,74.15,71.52,90.42]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.05,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",36.17,1187.97,163,328,,,,,,,0.12,-0.09,-0.77,0.75,0.81,0.01,,0.24,0.5,233.59
70092,30.810991287231445,-105.09002685546875,80.44,7.9,0.88,0.09,0.0,0.0,-0.02,0.01,0.0,"[82.52,78.44,84.25,79.18,79.58,73.80,90.57,74.15,71.52,90.42]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.05,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",36.17,1187.97,163,328,,,,,,,0.12,-0.09,-0.77,0.75,0.81,0.01,,0.24,0.5,233.59
70093,30.810991287231445,-105.0899887084961,80.48,7.88,0.88,0.09,0.0,0.0,-0.02,0.01,0.0,"[82.59,78.49,84.29,79.22,79.63,73.84,90.58,74.16,71.55,90.47]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.05,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",35.43,1187.23,163,329,,,,,,,0.11,-0.09,-0.78,0.76,0.81,0.01,,0.24,0.52,161.21
70093,30.810991287231445,-105.0899887084961,80.48,7.88,0.88,0.09,0.0,0.0,-0.02,0.01,0.0,"[82.59,78.49,84.29,79.22,79.63,73.84,90.58,74.16,71.55,90.47]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.05,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",35.43,1187.23,163,329,,,,,,,0.11,-0.09,-0.78,0.76,0.81,0.01,,0.24,0.52,161.21
70094,30.810991287231445,-105.0899429321289,80.51,7.85,0.87,0.09,0.0,0.0,-0.02,0.02,0.0,"[82.65,78.55,84.35,79.25,79.67,73.88,90.58,74.14,71.57,90.50]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.04,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",34.54,1186.34,163,330,,,,,,,0.11,-0.08,-0.78,0.77,0.82,0.01,,0.23,0.53,183.28
70094,30.810991287231445,-105.0899429321289,80.51,7.85,0.87,0.09,0.0,0.0,-0.02,0.02,0.0,"[82.65,78.55,84.35,79.25,79.67,73.88,90.58,74.14,71.57,90.50]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.04,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",34.54,1186.34,163,330,,,,,,,0.11,-0.08,-0.78,0.77,0.82,0.01,,0.23,0.53,183.28
70095,30.810991287231445,-105.08990478515625,80.55,7.82,0.87,0.09,0.0,0.0,-0.02,0.02,0.0,"[82.71,78.60,84.40,79.28,79.71,73.92,90.59,74.12,71.59,90.54]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.04,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",33.54,1185.33,163,331,,,,,,,0.1,-0.08,-0.78,0.78,0.83,0.01,,0.23,0.5,257.14
70095,30.810991287231445,-105.08990478515625,80.55,7.82,0.87,0.09,0.0,0.0,-0.02,0.02,0.0,"[82.71,78.60,84.40,79.28,79.71,73.92,90.59,74.12,71.59,90.54]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.04,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",33.54,1185.33,163,331,,,,,,,0.1,-0.08,-0.78,0.78,0.83,0.01,,0.23,0.5,257.14
70096,30.810991287231445,-105.08985137939453,80.58,7.8,0.87,0.09,0.0,0.0,-0.02,0.02,0.0,"[82.78,78.66,84.46,79.32,79.75,73.97,90.59,74.10,71.61,90.57]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.04,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",32.59,1184.39,163,332,,,,,,,0.1,-0.08,-0.78,0.79,0.83,0.01,,0.22,0.51,192.78
70096,30.810991287231445,-105.08985137939453,80.58,7.8,0.87,0.09,0.0,0.0,-0.02,0.02,0.0,"[82.78,78.66,84.46,79.32,79.75,73.97,90.59,74.10,71.61,90.57]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.11]","[-0.07,-0.07,-0.04,0.13,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",32.59,1184.39,163,332,,,,,,,0.1,-0.08,-0.78,0.79,0.83,0.01,,0.22,0.51,192.78
70097,30.810991287231445,-105.08980560302734,80.61,7.77,0.86,0.1,0.0,0.0,-0.02,0.02,0.0,"[82.84,78.71,84.51,79.35,79.80,74.01,90.60,74.08,71.63,90.61]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.07,-0.07,-0.04,0.12,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",31.71,1183.51,163,333,,,,,,,0.09,-0.07,-0.78,0.8,0.84,0.01,,0.19,0.52,187.34
70097,30.810991287231445,-105.08980560302734,80.61,7.77,0.86,0.1,0.0,0.0,-0.02,0.02,0.0,"[82.84,78.71,84.51,79.35,79.80,74.01,90.60,74.08,71.63,90.61]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.07,-0.07,-0.04,0.12,0.08,-0.06,-0.05,-0.05,-0.05,-0.06]",31.71,1183.51,163,333,,,,,,,0.09,-0.07,-0.78,0.8,0.84,0.01,,0.19,0.52,187.34
70098,30.810991287231445,-105.08976745605469,80.65,7.74,0.86,0.1,0.0,0.0,-0.02,0.02,0.0,"[82.91,78.77,84.57,79.38,79.84,74.05,90.61,74.06,71.65,90.65]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.07,-0.06,-0.04,0.12,0.08,-0.06,-0.05,-0.05,-0.05,-0.05]",30.85,1182.64,163,334,,,,,,,0.09,-0.07,-0.79,0.82,0.84,0.01,,0.16,0.5,216.69
70098,30.810991287231445,-105.08976745605469,80.65,7.74,0.86,0.1,0.0,0.0,-0.02,0.02,0.0,"[82.91,78.77,84.57,79.38,79.84,74.05,90.61,74.06,71.65,90.65]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.07,-0.06,-0.04,0.12,0.08,-0.06,-0.05,-0.05,-0.05,-0.05]",30.85,1182.64,163,334,,,,,,,0.09,-0.07,-0.79,0.82,0.84,0.01,,0.16,0.5,216.69
70099,30.810991287231445,-105.08972930908203,80.68,7.68,0.85,0.1,0.0,0.0,-0.03,0.02,0.0,"[82.98,78.84,84.62,79.42,79.87,74.09,90.65,73.99,71.68,90.66]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.08,-0.07,-0.04,0.12,0.08,-0.07,-0.05,-0.05,-0.05,-0.06]",30.01,1181.81,163,335,,,,,,,0.08,-0.07,-0.78,0.82,0.86,0.01,,0.17,0.52,112.94
70099,30.810991287231445,-105.08972930908203,80.68,7.68,0.85,0.1,0.0,0.0,-0.03,0.02,0.0,"[82.98,78.84,84.62,79.42,79.87,74.09,90.65,73.99,71.68,90.66]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.08,-0.07,-0.04,0.12,0.08,-0.07,-0.05,-0.05,-0.05,-0.06]",30.01,1181.81,163,335,,,,,,,0.08,-0.07,-0.78,0.82,0.86,0.01,,0.17,0.52,112.94
70100,30.810991287231445,-105.08966827392578,80.71,7.62,0.85,0.1,0.0,0.0,-0.03,0.02,0.0,"[83.06,78.91,84.67,79.45,79.89,74.14,90.71,73.91,71.71,90.68]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.08,-0.07,-0.04,0.12,0.07,-0.07,-0.05,-0.05,-0.06,-0.06]",29.09,1180.89,163,336,,,,,,,0.08,-0.06,-0.78,0.82,0.87,0.01,,0.21,0.5,91.73
70100,30.810991287231445,-105.08966827392578,80.71,7.62,0.85,0.1,0.0,0.0,-0.03,0.02,0.0,"[83.06,78.91,84.67,79.45,79.89,74.14,90.71,73.91,71.71,90.68]","[0.11,0.12,0.12,0.06,-0.03,0.10,0.12,0.12,0.12,0.11]","[-0.08,-0.07,-0.04,0.12,0.07,-0.07,-0.05,-0.05,-0.06,-0.06]",29.09,1180.89,163,336,,,,,,,0.08,-0.06,-0.78,0.82,0.87,0.01,,0.21,0.5,91.73
