geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg
357,30.818313598632812,-105.08872985839844,78.8,5.97,0.66,0.09,-0.01,0.0,,,,"[83.42,78.74,84.01,66.02,79.78,74.06,90.80,72.77,69.05,89.39]","[0.10,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,55.5,1207.3,0,357,,,,,,,0.12,,,0.73,,,,0.11,0.52,191.77
358,30.818313598632812,-105.08868408203125,78.8,5.99,0.67,0.09,-0.01,0.0,,,,"[83.40,78.70,83.99,66.00,79.76,74.02,90.78,72.76,69.18,89.39]","[0.10,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,55.22,1207.02,0,358,,,,,,,0.12,,,0.73,,,,0.08,0.54,162.73
359,30.818313598632812,-105.08863067626953,78.79,6.01,0.67,0.09,-0.01,0.0,,,,"[83.39,78.65,83.95,65.99,79.73,73.98,90.74,72.76,69.31,89.40]","[0.10,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,54.77,1206.56,0,359,,,,,,,0.13,,,0.73,,,,0.09,0.52,162.01
360,30.818313598632812,-105.08859252929688,78.78,6.03,0.67,0.09,-0.01,0.0,,,,"[83.38,78.59,83.90,65.96,79.70,73.95,90.71,72.76,69.45,89.42]","[0.10,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,54.24,1206.04,0,360,,,,,,,0.13,,,0.72,,,,0.11,0.49,158.53
361,30.818313598632812,-105.08855438232422,78.77,6.06,0.67,0.09,-0.01,0.0,,,,"[83.37,78.53,83.85,65.94,79.67,73.91,90.67,72.76,69.59,89.43]","[0.10,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,53.77,1205.57,0,361,,,,,,,0.13,,,0.71,,,,0.09,0.48,204.31
362,30.818313598632812,-105.08849334716797,78.76,6.09,0.68,0.09,-0.02,0.0,,,,"[83.36,78.46,83.80,65.92,79.64,73.87,90.64,72.75,69.72,89.45]","[0.11,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,53.49,1205.29,0,362,,,,,,,0.14,,,0.71,,,,0.08,0.49,121.9
363,30.818313598632812,-105.08847045898438,78.75,6.11,0.68,0.09,-0.02,0.0,,,,"[83.35,78.40,83.75,65.90,79.61,73.83,90.60,72.75,69.86,89.46]","[0.11,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,53.07,1204.87,0,363,,,,,,,0.14,,,0.7,,,,0.12,0.41,170.0
364,30.818313598632812,-105.08841705322266,78.74,6.14,0.68,0.09,-0.02,0.0,,,,"[83.33,78.34,83.70,65.88,79.58,73.79,90.56,72.75,69.99,89.47]","[0.11,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,52.65,1204.45,0,364,,,,,,,0.14,,,0.69,,,,0.2,0.44,143.32
365,30.818313598632812,-105.08837890625,78.74,6.17,0.69,0.09,-0.02,0.0,,,,"[83.33,78.30,83.66,65.87,79.56,73.77,90.54,72.76,70.09,89.50]","[0.11,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,51.83,1203.63,0,365,,,,,,,0.15,,,0.68,,,,0.26,0.48,168.74
366,30.818313598632812,-105.08831787109375,78.74,6.2,0.69,0.09,-0.02,0.0,,,,"[83.33,78.26,83.62,65.86,79.55,73.75,90.52,72.77,70.17,89.53]","[0.11,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,50.64,1202.43,0,366,,,,,,,0.15,,,0.67,,,,0.37,0.47,166.82
367,30.818313598632812,-105.0882797241211,78.73,6.22,0.69,0.09,-0.02,0.0,,,,"[83.33,78.22,83.58,65.85,79.54,73.73,90.50,72.78,70.25,89.55]","[0.11,0.10,0.11,0.06,-0.01,0.10,0.11,0.12,0.10,0.09]",,49.42,1201.22,0,367,,,,,,,0.16,,,0.66,,,,0.44,0.44,133.11
368,30.818313598632812,-105.0882339477539,78.73,6.25,0.7,0.09,-0.02,0.0,,,,"[83.33,78.19,83.55,65.85,79.53,73.71,90.48,72.79,70.32,89.58]","[0.11,0.10,0.11,0.05,-0.01,0.10,0.10,0.11,0.10,0.09]",,51.32,1203.12,0,368,,,,,,,0.16,,,0.65,,,,0.53,0.5,194.14
369,30.818313598632812,-105.08819580078125,78.73,6.28,0.7,0.09,-0.02,0.0,,,,"[83.33,78.15,83.51,65.84,79.52,73.69,90.46,72.80,70.40,89.61]","[0.11,0.10,0.11,0.05,-0.01,0.10,0.10,0.11,0.10,0.09]",,53.41,1205.21,0,369,,,,,,,0.17,,,0.64,,,,0.2,0.53,241.64
370,30.818313598632812,-105.08814239501953,78.73,6.31,0.7,0.09,-0.02,0.0,,,,"[83.33,78.11,83.47,65.83,79.51,73.67,90.44,72.82,70.48,89.64]","[0.11,0.10,0.11,0.05,-0.01,0.10,0.10,0.11,0.10,0.09]",,53.67,1205.47,0,370,,,,,,,0.17,,,0.63,,,,0.04,0.5,203.1
371,30.818313598632812,-105.08810424804688,78.71,6.32,0.7,0.09,-0.02,0.0,,,,"[83.32,78.07,83.42,65.80,79.49,73.63,90.41,72.80,70.52,89.64]","[0.11,0.10,0.11,0.05,-0.01,0.10,0.10,0.11,0.10,0.09]",,53.71,1205.51,0,371,,,,,,,0.17,,,0.64,,,,0.04,0.52,142.62
372,30.818313598632812,-105.08806610107422,78.68,6.33,0.7,0.09,-0.02,0.0,,,,"[83.30,78.03,83.37,65.75,79.46,73.58,90.38,72.76,70.52,89.62]","[0.11,0.10,0.11,0.05,-0.01,0.10,0.10,0.11,0.10,0.09]",,53.67,1205.47,0,372,,,,,,,0.16,,,0.66,,,,0.04,0.5,182.11
373,30.818313598632812,-105.08800506591797,78.64,6.33,0.7,0.09,-0.02,0.0,,,,"[83.28,77.99,83.31,65.70,79.42,73.54,90.34,72.72,70.53,89.61]","[0.11,0.10,0.11,0.05,-0.01,0.10,0.10,0.11,0.10,0.09]",,53.46,1205.26,0,373,,,,,,,0.15,,,0.67,,,,0.07,0.51,189.19
374,30.818313598632812,-105.08796691894531,78.61,6.33,0.7,0.08,-0.01,0.0,,,,"[83.26,77.95,83.25,65.65,79.39,73.49,90.31,72.69,70.54,89.59]","[0.10,0.10,0.11,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,53.03,1204.83,0,374,,,,,,,0.14,,,0.69,,,,0.13,0.5,127.15
375,30.818313598632812,-105.08792877197266,78.58,6.34,0.7,0.08,-0.01,0.0,,,,"[83.24,77.91,83.19,65.60,79.36,73.45,90.28,72.65,70.55,89.57]","[0.10,0.10,0.11,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,52.21,1204.01,0,375,,,,,,,0.14,,,0.71,,,,0.23,0.5,140.8
376,30.818313598632812,-105.08788299560547,78.55,6.34,0.7,0.08,-0.01,0.0,,,,"[83.22,77.87,83.13,65.55,79.32,73.40,90.24,72.62,70.56,89.56]","[0.10,0.10,0.11,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,50.8,1202.6,0,376,,,,,,,0.13,,,0.73,,,,0.3,0.5,178.35
377,30.818313598632812,-105.08782958984375,78.49,6.31,0.7,0.08,-0.01,0.0,,,,"[83.19,77.81,83.05,65.46,79.25,73.34,90.18,72.54,70.56,89.49]","[0.10,0.10,0.11,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,49.31,1201.11,0,377,,,,,,,0.13,,,0.73,,,,0.34,0.5,169.16
378,30.818313598632812,-105.08778381347656,78.41,6.25,0.69,0.08,-0.01,0.0,,,,"[83.15,77.76,82.96,65.33,79.15,73.26,90.10,72.43,70.57,89.40]","[0.10,0.10,0.11,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,47.91,1199.71,0,378,,,,,,,0.13,,,0.72,,,,0.31,0.5,196.05
379,30.818313598632812,-105.0877456665039,78.33,6.19,0.69,0.08,-0.01,0.0,,,,"[83.12,77.70,82.86,65.21,79.05,73.18,90.02,72.32,70.57,89.31]","[0.10,0.10,0.11,0.06,-0.02,0.09,0.10,0.11,0.10,0.09]",,46.74,1198.54,0,379,,,,,,,0.13,,,0.71,,,,0.25,0.51,299.92
380,30.818313598632812,-105.08769226074219,78.25,6.13,0.68,0.09,-0.01,0.0,,,,"[83.08,77.64,82.77,65.08,78.95,73.11,89.94,72.21,70.57,89.21]","[0.11,0.11,0.11,0.07,-0.01,0.10,0.11,0.12,0.10,0.10]",,46.05,1197.85,0,380,,,,,,,0.14,,,0.71,,,,0.13,0.5,307.55
381,30.818313598632812,-105.087646484375,78.18,6.07,0.68,0.09,-0.01,0.0,,,,"[83.04,77.58,82.67,64.96,78.85,73.03,89.86,72.10,70.58,89.12]","[0.11,0.11,0.11,0.07,-0.01,0.10,0.11,0.12,0.10,0.10]",,45.82,1197.62,0,381,,,,,,,0.14,,,0.7,,,,0.03,0.42,227.8
382,30.818313598632812,-105.08760833740234,78.1,6.02,0.67,0.09,-0.01,0.0,,,,"[83.01,77.52,82.57,64.84,78.75,72.95,89.78,71.99,70.58,89.02]","[0.11,0.11,0.11,0.07,-0.01,0.10,0.11,0.12,0.10,0.10]",,45.89,1197.69,0,382,,,,,,,0.14,,,0.69,,,,0.04,0.52,171.11
383,30.818313598632812,-105.08755493164062,78.0,5.93,0.66,0.09,-0.01,0.0,,,,"[82.95,77.45,82.45,64.69,78.61,72.87,89.65,71.86,70.58,88.88]","[0.11,0.11,0.11,0.07,-0.01,0.10,0.11,0.12,0.10,0.10]",,45.21,1197.01,0,383,,,,,,,0.15,,,0.68,,,,0.32,0.5,161.32
384,30.818313598632812,-105.08751678466797,77.88,5.83,0.65,0.09,-0.01,0.0,,,,"[82.88,77.37,82.32,64.53,78.44,72.77,89.49,71.72,70.59,88.71]","[0.11,0.11,0.11,0.07,-0.01,0.10,0.11,0.12,0.10,0.10]",,42.78,1194.58,0,384,,,,,,,0.16,,,0.66,,,,0.51,0.5,193.25
385,30.818313598632812,-105.08747863769531,77.76,5.72,0.63,0.09,-0.01,0.0,,,,"[82.82,77.29,82.18,64.37,78.27,72.67,89.32,71.57,70.59,88.54]","[0.11,0.11,0.11,0.07,-0.01,0.10,0.11,0.12,0.10,0.10]",,40.34,1192.14,0,385,,,,,,,0.16,,,0.65,,,,0.31,0.5,201.29
386,30.818313598632812,-105.0874252319336,77.64,5.61,0.62,0.1,-0.01,0.0,,,,"[82.75,77.21,82.04,64.21,78.09,72.57,89.16,71.43,70.60,88.36]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,39.13,1190.93,0,386,,,,,,,0.17,,,0.64,,,,0.12,0.52,187.72
387,30.818313598632812,-105.08739471435547,77.52,5.51,0.61,0.1,-0.01,0.0,,,,"[82.68,77.14,81.90,64.05,77.92,72.47,88.99,71.28,70.60,88.19]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,38.78,1190.58,0,387,,,,,,,0.18,,,0.62,,,,0.14,0.43,170.96
388,30.818313598632812,-105.08734130859375,77.4,5.4,0.6,0.1,-0.01,0.0,,,,"[82.61,77.06,81.77,63.89,77.74,72.38,88.83,71.14,70.61,88.01]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,41.3,1193.09,0,388,,,,,,,0.19,,,0.61,,,,0.76,0.52,197.55
389,30.818313598632812,-105.08729553222656,77.29,5.32,0.59,0.1,-0.01,0.0,,,,"[82.52,76.98,81.63,63.76,77.57,72.28,88.64,71.03,70.61,87.85]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,44.63,1196.43,0,389,,,,,,,0.19,,,0.59,,,,0.41,0.58,235.62
390,30.818313598632812,-105.0872573852539,77.18,5.27,0.59,0.1,-0.01,0.0,,,,"[82.42,76.89,81.50,63.67,77.41,72.19,88.44,70.95,70.60,87.68]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,44.71,1196.51,0,390,,,,,,,0.2,,,0.58,,,,0.32,0.49,219.88
391,30.818313598632812,-105.08720397949219,77.06,5.21,0.58,0.1,-0.01,0.0,,,,"[82.31,76.80,81.37,63.58,77.24,72.10,88.24,70.87,70.59,87.52]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,45.07,1196.87,0,391,,,,,,,0.21,,,0.57,,,,0.32,0.44,167.56
392,30.818313598632812,-105.087158203125,76.95,5.16,0.57,0.09,-0.01,0.0,,,,"[82.20,76.72,81.24,63.48,77.07,72.01,88.03,70.78,70.58,87.36]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,46.82,1198.62,0,392,,,,,,,0.21,,,0.55,,,,0.35,0.5,162.89
393,30.818313598632812,-105.08711242675781,76.84,5.1,0.57,0.09,-0.01,0.0,,,,"[82.09,76.63,81.12,63.39,76.90,71.92,87.83,70.70,70.57,87.20]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,48.65,1200.45,0,393,,,,,,,0.22,,,0.54,,,,0.35,0.51,254.26
394,30.818313598632812,-105.08706665039062,76.72,5.05,0.56,0.09,-0.01,0.0,,,,"[81.99,76.54,80.99,63.30,76.74,71.83,87.62,70.62,70.56,87.03]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,50.03,1201.83,0,394,,,,,,,0.23,,,0.53,,,,0.25,0.49,218.4
395,30.818313598632812,-105.08702087402344,76.63,5.07,0.56,0.09,-0.01,0.0,,,,"[81.86,76.45,80.89,63.25,76.63,71.73,87.46,70.58,70.55,86.93]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,51.03,1202.83,0,395,,,,,,,0.23,,,0.53,,,,0.13,0.5,198.85
396,30.818313598632812,-105.08697509765625,76.57,5.17,0.58,0.09,-0.01,0.0,,,,"[81.73,76.34,80.81,63.26,76.59,71.63,87.32,70.59,70.52,86.90]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,51.58,1203.38,0,396,,,,,,,0.22,,,0.54,,,,0.07,0.52,243.25
397,30.818313598632812,-105.0869369506836,76.51,5.27,0.58,0.09,-0.01,0.0,,,,"[81.59,76.24,80.74,63.26,76.55,71.54,87.19,70.60,70.49,86.86]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.10]",,51.88,1203.68,0,397,,,,,,,0.21,,,0.56,,,,0.07,0.52,192.13
398,30.818313598632812,-105.0868911743164,76.44,5.37,0.6,0.09,-0.01,0.0,,,,"[81.45,76.14,80.67,63.27,76.51,71.44,87.06,70.60,70.46,86.82]","[0.11,0.11,0.11,0.06,-0.03,0.10,0.11,0.12,0.10,0.10]",,52.24,1204.04,0,398,,,,,,,0.2,,,0.58,,,,0.1,0.5,135.3
399,30.818313598632812,-105.08685302734375,76.38,5.47,0.61,0.09,-0.01,0.0,,,,"[81.31,76.03,80.60,63.27,76.46,71.34,86.93,70.61,70.43,86.79]","[0.11,0.11,0.11,0.06,-0.03,0.10,0.11,0.12,0.10,0.10]",,52.85,1204.65,0,399,,,,,,,0.19,,,0.6,,,,0.12,0.5,192.43
400,30.818313598632812,-105.08679962158203,76.31,5.57,0.62,0.09,-0.01,0.0,,,,"[81.18,75.93,80.53,63.28,76.42,71.24,86.79,70.62,70.40,86.75]","[0.11,0.11,0.11,0.06,-0.04,0.10,0.11,0.12,0.10,0.10]",,53.61,1205.41,0,400,,,,,,,0.18,,,0.61,,,,0.16,0.52,213.2
