geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg,lstf_2016,lstf_2017,lstf_2018,lstf_2019,lstf_2020,lstf_2021,lstf_2022,lstf_2023,lstf_2024,lstf_2025,ndvi_2016,ndvi_2017,ndvi_2018,ndvi_2019,ndvi_2020,ndvi_2021,ndvi_2022,ndvi_2023,ndvi_2024,ndvi_2025,ndmi_2016,ndmi_2017,ndmi_2018,ndmi_2019,ndmi_2020,ndmi_2021,ndmi_2022,ndmi_2023,ndmi_2024,ndmi_2025
9894,30.817279815673828,-105.1025161743164,79.61,7.48,0.83,0.09,-0.01,0.0,-0.0,0.02,0.0,"[82.56,78.13,82.56,72.51,78.85,74.82,90.24,72.18,74.21,90.04]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.05,-0.05,-0.03,0.03,0.18,-0.03,-0.02,-0.01,-0.02,-0.03]",28.77,1180.57,23,50,,,,,,,0.06,-0.14,-0.95,0.87,0.7,0.0,,0.15,0.57,251.86,82.56,78.13,82.56,72.51,78.85,74.82,90.24,72.18,74.21,90.04,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.05,-0.05,-0.03,0.03,0.18,-0.03,-0.02,-0.01,-0.02,-0.03
9895,30.817279815673828,-105.10247802734375,79.56,7.38,0.82,0.09,-0.01,0.0,-0.0,0.02,0.0,"[82.55,78.13,82.53,72.42,78.75,74.81,90.17,72.07,74.19,89.93]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.05,-0.05,-0.03,0.02,0.18,-0.03,-0.01,-0.01,-0.02,-0.03]",28.93,1180.73,23,51,,,,,,,0.06,-0.14,-0.95,0.86,0.71,0.0,,0.11,0.56,183.1,82.55,78.13,82.53,72.42,78.75,74.81,90.17,72.07,74.19,89.93,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.05,-0.05,-0.03,0.02,0.18,-0.03,-0.01,-0.01,-0.02,-0.03
9895,30.817279815673828,-105.10247802734375,79.56,7.38,0.82,0.09,-0.01,0.0,-0.0,0.02,0.0,"[82.55,78.13,82.53,72.42,78.75,74.81,90.17,72.07,74.19,89.93]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.05,-0.05,-0.03,0.02,0.18,-0.03,-0.01,-0.01,-0.02,-0.03]",28.93,1180.73,23,51,,,,,,,0.06,-0.14,-0.95,0.86,0.71,0.0,,0.11,0.56,183.1,82.55,78.13,82.53,72.42,78.75,74.81,90.17,72.07,74.19,89.93,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.05,-0.05,-0.03,0.02,0.18,-0.03,-0.01,-0.01,-0.02,-0.03
9896,30.817279815673828,-105.10243225097656,79.52,7.27,0.81,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.55,78.17,82.52,72.32,78.66,74.83,90.09,72.01,74.19,89.82]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.04,-0.04,-0.02,0.04,0.19,-0.03,-0.01,-0.01,-0.01,-0.02]",28.91,1180.7,23,52,,,,,,,0.07,-0.16,-0.95,0.85,0.66,0.0,,0.13,0.5,182.33,82.55,78.17,82.52,72.32,78.66,74.83,90.09,72.01,74.19,89.82,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.04,-0.04,-0.02,0.04,0.19,-0.03,-0.01,-0.01,-0.01,-0.02
9896,30.817279815673828,-105.10243225097656,79.52,7.27,0.81,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.55,78.17,82.52,72.32,78.66,74.83,90.09,72.01,74.19,89.82]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.04,-0.04,-0.02,0.04,0.19,-0.03,-0.01,-0.01,-0.01,-0.02]",28.91,1180.7,23,52,,,,,,,0.07,-0.16,-0.95,0.85,0.66,0.0,,0.13,0.5,182.33,82.55,78.17,82.52,72.32,78.66,74.83,90.09,72.01,74.19,89.82,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.04,-0.04,-0.02,0.04,0.19,-0.03,-0.01,-0.01,-0.01,-0.02
9897,30.817279815673828,-105.1023941040039,79.48,7.17,0.8,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.55,78.21,82.50,72.23,78.57,74.84,90.00,71.95,74.19,89.72]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.03,-0.03,-0.02,0.06,0.19,-0.02,-0.00,-0.00,-0.01,-0.01]",28.8,1180.6,23,53,,,,,,,0.08,-0.18,-0.94,0.83,0.61,0.0,,0.12,0.5,178.19,82.55,78.21,82.5,72.23,78.57,74.84,90.0,71.95,74.19,89.72,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.03,-0.03,-0.02,0.06,0.19,-0.02,-0.0,-0.0,-0.01,-0.01
9897,30.817279815673828,-105.1023941040039,79.48,7.17,0.8,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.55,78.21,82.50,72.23,78.57,74.84,90.00,71.95,74.19,89.72]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.03,-0.03,-0.02,0.06,0.19,-0.02,-0.00,-0.00,-0.01,-0.01]",28.8,1180.6,23,53,,,,,,,0.08,-0.18,-0.94,0.83,0.61,0.0,,0.12,0.5,178.19,82.55,78.21,82.5,72.23,78.57,74.84,90.0,71.95,74.19,89.72,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.03,-0.03,-0.02,0.06,0.19,-0.02,-0.0,-0.0,-0.01,-0.01
9898,30.817279815673828,-105.10234069824219,79.44,7.06,0.78,0.09,-0.01,0.0,0.02,0.01,0.0,"[82.55,78.24,82.49,72.14,78.49,74.86,89.92,71.89,74.18,89.61]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.02,-0.02,-0.01,0.08,0.20,-0.02,0.00,0.00,-0.00,-0.01]",28.68,1180.48,23,54,,,,,,,0.08,-0.21,-0.92,0.82,0.57,0.0,,0.13,0.5,161.74,82.55,78.24,82.49,72.14,78.49,74.86,89.92,71.89,74.18,89.61,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.02,-0.02,-0.01,0.08,0.2,-0.02,0.0,0.0,-0.0,-0.01
9898,30.817279815673828,-105.10234069824219,79.44,7.06,0.78,0.09,-0.01,0.0,0.02,0.01,0.0,"[82.55,78.24,82.49,72.14,78.49,74.86,89.92,71.89,74.18,89.61]","[0.11,0.11,0.11,0.09,-0.03,0.10,0.12,0.12,0.11,0.10]","[-0.02,-0.02,-0.01,0.08,0.20,-0.02,0.00,0.00,-0.00,-0.01]",28.68,1180.48,23,54,,,,,,,0.08,-0.21,-0.92,0.82,0.57,0.0,,0.13,0.5,161.74,82.55,78.24,82.49,72.14,78.49,74.86,89.92,71.89,74.18,89.61,0.11,0.11,0.11,0.09,-0.03,0.1,0.12,0.12,0.11,0.1,-0.02,-0.02,-0.01,0.08,0.2,-0.02,0.0,0.0,-0.0,-0.01
9899,30.817279815673828,-105.102294921875,79.4,6.96,0.77,0.1,-0.01,0.0,0.03,0.01,0.0,"[82.55,78.28,82.48,72.05,78.40,74.87,89.83,71.83,74.18,89.51]","[0.11,0.11,0.11,0.09,-0.02,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,-0.01,0.10,0.20,-0.01,0.01,0.00,0.00,0.00]",28.56,1180.36,23,55,,,,,,,0.09,-0.23,-0.91,0.81,0.53,0.0,,0.13,0.5,164.97,82.55,78.28,82.48,72.05,78.4,74.87,89.83,71.83,74.18,89.51,0.11,0.11,0.11,0.09,-0.02,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,-0.01,0.1,0.2,-0.01,0.01,0.0,0.0,0.0
9899,30.817279815673828,-105.102294921875,79.4,6.96,0.77,0.1,-0.01,0.0,0.03,0.01,0.0,"[82.55,78.28,82.48,72.05,78.40,74.87,89.83,71.83,74.18,89.51]","[0.11,0.11,0.11,0.09,-0.02,0.10,0.12,0.12,0.11,0.10]","[-0.01,-0.01,-0.01,0.10,0.20,-0.01,0.01,0.00,0.00,0.00]",28.56,1180.36,23,55,,,,,,,0.09,-0.23,-0.91,0.81,0.53,0.0,,0.13,0.5,164.97,82.55,78.28,82.48,72.05,78.4,74.87,89.83,71.83,74.18,89.51,0.11,0.11,0.11,0.09,-0.02,0.1,0.12,0.12,0.11,0.1,-0.01,-0.01,-0.01,0.1,0.2,-0.01,0.01,0.0,0.0,0.0
9900,30.817279815673828,-105.10224914550781,79.36,6.85,0.76,0.1,-0.01,0.0,0.04,0.01,0.0,"[82.55,78.32,82.47,71.96,78.31,74.89,89.75,71.76,74.18,89.40]","[0.11,0.11,0.11,0.09,-0.02,0.10,0.12,0.12,0.11,0.10]","[0.00,-0.00,0.00,0.13,0.21,-0.01,0.01,0.01,0.01,0.01]",28.34,1180.14,23,56,,,,,,,0.1,-0.25,-0.89,0.79,0.49,0.0,,0.14,0.5,221.52,82.55,78.32,82.47,71.96,78.31,74.89,89.75,71.76,74.18,89.4,0.11,0.11,0.11,0.09,-0.02,0.1,0.12,0.12,0.11,0.1,0.0,-0.0,0.0,0.13,0.21,-0.01,0.01,0.01,0.01,0.01
9900,30.817279815673828,-105.10224914550781,79.36,6.85,0.76,0.1,-0.01,0.0,0.04,0.01,0.0,"[82.55,78.32,82.47,71.96,78.31,74.89,89.75,71.76,74.18,89.40]","[0.11,0.11,0.11,0.09,-0.02,0.10,0.12,0.12,0.11,0.10]","[0.00,-0.00,0.00,0.13,0.21,-0.01,0.01,0.01,0.01,0.01]",28.34,1180.14,23,56,,,,,,,0.1,-0.25,-0.89,0.79,0.49,0.0,,0.14,0.5,221.52,82.55,78.32,82.47,71.96,78.31,74.89,89.75,71.76,74.18,89.4,0.11,0.11,0.11,0.09,-0.02,0.1,0.12,0.12,0.11,0.1,0.0,-0.0,0.0,0.13,0.21,-0.01,0.01,0.01,0.01,0.01
9901,30.817279815673828,-105.10220336914062,79.33,6.79,0.75,0.1,-0.01,0.0,0.04,0.0,0.0,"[82.55,78.36,82.46,71.88,78.24,74.90,89.67,71.74,74.18,89.33]","[0.11,0.11,0.11,0.09,-0.02,0.10,0.12,0.12,0.11,0.10]","[0.01,0.00,0.00,0.14,0.21,0.00,0.01,0.01,0.02,0.01]",28.03,1179.83,23,57,,,,,,,0.1,-0.26,-0.87,0.78,0.47,0.0,,0.16,0.5,134.63,82.55,78.36,82.46,71.88,78.24,74.9,89.67,71.74,74.18,89.33,0.11,0.11,0.11,0.09,-0.02,0.1,0.12,0.12,0.11,0.1,0.01,0.0,0.0,0.14,0.21,0.0,0.01,0.01,0.02,0.01
9901,30.817279815673828,-105.10220336914062,79.33,6.79,0.75,0.1,-0.01,0.0,0.04,0.0,0.0,"[82.55,78.36,82.46,71.88,78.24,74.90,89.67,71.74,74.18,89.33]","[0.11,0.11,0.11,0.09,-0.02,0.10,0.12,0.12,0.11,0.10]","[0.01,0.00,0.00,0.14,0.21,0.00,0.01,0.01,0.02,0.01]",28.03,1179.83,23,57,,,,,,,0.1,-0.26,-0.87,0.78,0.47,0.0,,0.16,0.5,134.63,82.55,78.36,82.46,71.88,78.24,74.9,89.67,71.74,74.18,89.33,0.11,0.11,0.11,0.09,-0.02,0.1,0.12,0.12,0.11,0.1,0.01,0.0,0.0,0.14,0.21,0.0,0.01,0.01,0.02,0.01
9902,30.817279815673828,-105.10215759277344,79.32,6.79,0.75,0.09,-0.01,0.0,0.04,0.0,0.0,"[82.53,78.39,82.46,71.83,78.20,74.91,89.61,71.78,74.19,89.32]","[0.10,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.13,0.20,0.00,0.02,0.02,0.02,0.01]",27.54,1179.34,23,58,,,,,,,0.1,-0.27,-0.87,0.78,0.45,0.0,,0.17,0.48,191.39,82.53,78.39,82.46,71.83,78.2,74.91,89.61,71.78,74.19,89.32,0.1,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.13,0.2,0.0,0.02,0.02,0.02,0.01
9902,30.817279815673828,-105.10215759277344,79.32,6.79,0.75,0.09,-0.01,0.0,0.04,0.0,0.0,"[82.53,78.39,82.46,71.83,78.20,74.91,89.61,71.78,74.19,89.32]","[0.10,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.13,0.20,0.00,0.02,0.02,0.02,0.01]",27.54,1179.34,23,58,,,,,,,0.1,-0.27,-0.87,0.78,0.45,0.0,,0.17,0.48,191.39,82.53,78.39,82.46,71.83,78.2,74.91,89.61,71.78,74.19,89.32,0.1,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.13,0.2,0.0,0.02,0.02,0.02,0.01
9903,30.817279815673828,-105.10211181640625,79.32,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.52,78.42,82.46,71.79,78.17,74.92,89.55,71.83,74.20,89.31]","[0.10,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.13,0.19,0.00,0.02,0.02,0.02,0.01]",27.5,1179.29,23,59,,,,,,,0.1,-0.28,-0.86,0.78,0.43,0.0,,0.17,0.51,246.77,82.52,78.42,82.46,71.79,78.17,74.92,89.55,71.83,74.2,89.31,0.1,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.13,0.19,0.0,0.02,0.02,0.02,0.01
9903,30.817279815673828,-105.10211181640625,79.32,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.52,78.42,82.46,71.79,78.17,74.92,89.55,71.83,74.20,89.31]","[0.10,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.13,0.19,0.00,0.02,0.02,0.02,0.01]",27.5,1179.29,23,59,,,,,,,0.1,-0.28,-0.86,0.78,0.43,0.0,,0.17,0.51,246.77,82.52,78.42,82.46,71.79,78.17,74.92,89.55,71.83,74.2,89.31,0.1,0.11,0.11,0.09,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.13,0.19,0.0,0.02,0.02,0.02,0.01
9904,30.817279815673828,-105.1020736694336,79.31,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.50,78.45,82.46,71.74,78.13,74.93,89.48,71.87,74.21,89.29]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.13,0.18,0.00,0.02,0.02,0.03,0.01]",27.4,1179.2,23,60,,,,,,,0.1,-0.29,-0.85,0.78,0.41,0.0,,0.15,0.5,201.81,82.5,78.45,82.46,71.74,78.13,74.93,89.48,71.87,74.21,89.29,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.13,0.18,0.0,0.02,0.02,0.03,0.01
9904,30.817279815673828,-105.1020736694336,79.31,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.50,78.45,82.46,71.74,78.13,74.93,89.48,71.87,74.21,89.29]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.13,0.18,0.00,0.02,0.02,0.03,0.01]",27.4,1179.2,23,60,,,,,,,0.1,-0.29,-0.85,0.78,0.41,0.0,,0.15,0.5,201.81,82.5,78.45,82.46,71.74,78.13,74.93,89.48,71.87,74.21,89.29,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.13,0.18,0.0,0.02,0.02,0.03,0.01
9905,30.817279815673828,-105.1020278930664,79.3,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.49,78.48,82.46,71.69,78.10,74.94,89.42,71.91,74.21,89.28]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.12,0.17,0.00,0.02,0.03,0.03,0.01]",27.07,1178.87,23,61,,,,,,,0.1,-0.31,-0.84,0.78,0.39,0.0,,0.15,0.53,173.0,82.49,78.48,82.46,71.69,78.1,74.94,89.42,71.91,74.21,89.28,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.12,0.17,0.0,0.02,0.03,0.03,0.01
9905,30.817279815673828,-105.1020278930664,79.3,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.49,78.48,82.46,71.69,78.10,74.94,89.42,71.91,74.21,89.28]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,0.00,0.01,0.12,0.17,0.00,0.02,0.03,0.03,0.01]",27.07,1178.87,23,61,,,,,,,0.1,-0.31,-0.84,0.78,0.39,0.0,,0.15,0.53,173.0,82.49,78.48,82.46,71.69,78.1,74.94,89.42,71.91,74.21,89.28,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,0.0,0.01,0.12,0.17,0.0,0.02,0.03,0.03,0.01
9906,30.817279815673828,-105.10197448730469,79.29,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.48,78.51,82.46,71.64,78.06,74.96,89.35,71.95,74.22,89.27]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,-0.00,0.01,0.12,0.16,0.00,0.03,0.03,0.04,0.01]",26.49,1178.29,23,62,,,,,,,0.1,-0.32,-0.83,0.77,0.37,0.0,,0.15,0.46,268.76,82.48,78.51,82.46,71.64,78.06,74.96,89.35,71.95,74.22,89.27,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,-0.0,0.01,0.12,0.16,0.0,0.03,0.03,0.04,0.01
9906,30.817279815673828,-105.10197448730469,79.29,6.79,0.75,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.48,78.51,82.46,71.64,78.06,74.96,89.35,71.95,74.22,89.27]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.01,-0.00,0.01,0.12,0.16,0.00,0.03,0.03,0.04,0.01]",26.49,1178.29,23,62,,,,,,,0.1,-0.32,-0.83,0.77,0.37,0.0,,0.15,0.46,268.76,82.48,78.51,82.46,71.64,78.06,74.96,89.35,71.95,74.22,89.27,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.01,-0.0,0.01,0.12,0.16,0.0,0.03,0.03,0.04,0.01
9907,30.817279815673828,-105.10193634033203,79.29,6.82,0.76,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.46,78.53,82.46,71.61,78.05,74.96,89.31,72.01,74.23,89.28]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.00,-0.01,0.01,0.12,0.16,-0.00,0.02,0.03,0.04,0.01]",26.39,1178.18,23,63,,,,,,,0.11,-0.33,-0.82,0.77,0.35,0.0,,0.14,0.51,187.27,82.46,78.53,82.46,71.61,78.05,74.96,89.31,72.01,74.23,89.28,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.0,-0.01,0.01,0.12,0.16,-0.0,0.02,0.03,0.04,0.01
9907,30.817279815673828,-105.10193634033203,79.29,6.82,0.76,0.09,-0.01,0.0,0.04,0.01,0.0,"[82.46,78.53,82.46,71.61,78.05,74.96,89.31,72.01,74.23,89.28]","[0.10,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[0.00,-0.01,0.01,0.12,0.16,-0.00,0.02,0.03,0.04,0.01]",26.39,1178.18,23,63,,,,,,,0.11,-0.33,-0.82,0.77,0.35,0.0,,0.14,0.51,187.27,82.46,78.53,82.46,71.61,78.05,74.96,89.31,72.01,74.23,89.28,0.1,0.11,0.11,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,0.0,-0.01,0.01,0.12,0.16,-0.0,0.02,0.03,0.04,0.01
9908,30.817279815673828,-105.10189819335938,79.3,6.9,0.77,0.09,-0.01,0.0,0.03,0.01,0.0,"[82.44,78.53,82.47,71.62,78.07,74.95,89.30,72.09,74.23,89.34]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.00,-0.02,0.01,0.11,0.15,-0.01,0.02,0.02,0.03,0.01]",26.2,1178.0,23,64,,,,,,,0.11,-0.34,-0.82,0.77,0.34,0.0,,0.13,0.5,230.72,82.44,78.53,82.47,71.62,78.07,74.95,89.3,72.09,74.23,89.34,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.0,-0.02,0.01,0.11,0.15,-0.01,0.02,0.02,0.03,0.01
9908,30.817279815673828,-105.10189819335938,79.3,6.9,0.77,0.09,-0.01,0.0,0.03,0.01,0.0,"[82.44,78.53,82.47,71.62,78.07,74.95,89.30,72.09,74.23,89.34]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.00,-0.02,0.01,0.11,0.15,-0.01,0.02,0.02,0.03,0.01]",26.2,1178.0,23,64,,,,,,,0.11,-0.34,-0.82,0.77,0.34,0.0,,0.13,0.5,230.72,82.44,78.53,82.47,71.62,78.07,74.95,89.3,72.09,74.23,89.34,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.0,-0.02,0.01,0.11,0.15,-0.01,0.02,0.02,0.03,0.01
9909,30.817279815673828,-105.10184478759766,79.32,6.98,0.78,0.09,-0.01,0.0,0.03,0.01,0.0,"[82.42,78.54,82.48,71.62,78.10,74.94,89.30,72.17,74.23,89.41]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.01,-0.02,0.00,0.11,0.15,-0.01,0.01,0.02,0.02,0.00]",25.84,1177.64,23,65,,,,,,,0.11,-0.34,-0.82,0.77,0.33,0.0,,0.13,0.5,136.52,82.42,78.54,82.48,71.62,78.1,74.94,89.3,72.17,74.23,89.41,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.01,-0.02,0.0,0.11,0.15,-0.01,0.01,0.02,0.02,0.0
9909,30.817279815673828,-105.10184478759766,79.32,6.98,0.78,0.09,-0.01,0.0,0.03,0.01,0.0,"[82.42,78.54,82.48,71.62,78.10,74.94,89.30,72.17,74.23,89.41]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.01,-0.02,0.00,0.11,0.15,-0.01,0.01,0.02,0.02,0.00]",25.84,1177.64,23,65,,,,,,,0.11,-0.34,-0.82,0.77,0.33,0.0,,0.13,0.5,136.52,82.42,78.54,82.48,71.62,78.1,74.94,89.3,72.17,74.23,89.41,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.01,-0.02,0.0,0.11,0.15,-0.01,0.01,0.02,0.02,0.0
9910,30.817279815673828,-105.101806640625,79.34,7.07,0.79,0.09,-0.01,0.0,0.02,0.02,0.0,"[82.40,78.54,82.48,71.63,78.12,74.93,89.29,72.25,74.23,89.47]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.02,-0.03,-0.01,0.11,0.14,-0.01,0.00,0.01,0.01,-0.01]",25.75,1177.55,23,66,,,,,,,0.11,-0.35,-0.82,0.76,0.32,0.0,,0.15,0.49,229.34,82.4,78.54,82.48,71.63,78.12,74.93,89.29,72.25,74.23,89.47,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.02,-0.03,-0.01,0.11,0.14,-0.01,0.0,0.01,0.01,-0.01
9910,30.817279815673828,-105.101806640625,79.34,7.07,0.79,0.09,-0.01,0.0,0.02,0.02,0.0,"[82.40,78.54,82.48,71.63,78.12,74.93,89.29,72.25,74.23,89.47]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.02,-0.03,-0.01,0.11,0.14,-0.01,0.00,0.01,0.01,-0.01]",25.75,1177.55,23,66,,,,,,,0.11,-0.35,-0.82,0.76,0.32,0.0,,0.15,0.49,229.34,82.4,78.54,82.48,71.63,78.12,74.93,89.29,72.25,74.23,89.47,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.02,-0.03,-0.01,0.11,0.14,-0.01,0.0,0.01,0.01,-0.01
9911,30.817279815673828,-105.10176086425781,79.35,7.15,0.79,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.38,78.55,82.49,71.63,78.15,74.92,89.29,72.34,74.23,89.53]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.03,-0.04,-0.01,0.10,0.14,-0.02,-0.00,0.01,-0.00,-0.01]",25.55,1177.35,23,67,,,,,,,0.11,-0.36,-0.81,0.76,0.31,0.0,,0.15,0.54,141.29,82.38,78.55,82.49,71.63,78.15,74.92,89.29,72.34,74.23,89.53,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.03,-0.04,-0.01,0.1,0.14,-0.02,-0.0,0.01,-0.0,-0.01
9911,30.817279815673828,-105.10176086425781,79.35,7.15,0.79,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.38,78.55,82.49,71.63,78.15,74.92,89.29,72.34,74.23,89.53]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.03,-0.04,-0.01,0.10,0.14,-0.02,-0.00,0.01,-0.00,-0.01]",25.55,1177.35,23,67,,,,,,,0.11,-0.36,-0.81,0.76,0.31,0.0,,0.15,0.54,141.29,82.38,78.55,82.49,71.63,78.15,74.92,89.29,72.34,74.23,89.53,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.03,-0.04,-0.01,0.1,0.14,-0.02,-0.0,0.01,-0.0,-0.01
9912,30.817279815673828,-105.1017074584961,79.37,7.23,0.8,0.09,-0.01,0.0,0.01,0.02,0.0,"[82.36,78.55,82.50,71.64,78.18,74.91,89.28,72.42,74.23,89.60]","[0.10,0.10,0.10,0.08,-0.02,0.09,0.11,0.12,0.10,0.09]","[-0.04,-0.04,-0.02,0.10,0.13,-0.02,-0.01,0.00,-0.01,-0.02]",24.95,1176.75,23,68,,,,,,,0.11,-0.36,-0.81,0.76,0.3,0.0,,0.17,0.44,157.44,82.36,78.55,82.5,71.64,78.18,74.91,89.28,72.42,74.23,89.6,0.1,0.1,0.1,0.08,-0.02,0.09,0.11,0.12,0.1,0.09,-0.04,-0.04,-0.02,0.1,0.13,-0.02,-0.01,0.0,-0.01,-0.02
