geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,lstf_temporal,ndvi_temporal,ndmi_temporal,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,slope,tri,downhill_fraction,dom_angle_deg
652,30.81832504272461,-105.08719635009766,77.06,5.21,0.58,0.1,-0.01,0.0,,,,"[82.31,76.80,81.37,63.58,77.24,72.10,88.24,70.87,70.59,87.52]","[0.11,0.11,0.12,0.07,-0.01,0.10,0.12,0.12,0.11,0.10]",,44.93,1196.73,0,652,,,,,,,0.21,,,0.57,,,,0.27,0.39,161.25
653,30.81832504272461,-105.0871810913086,76.99,5.18,0.58,0.09,-0.01,0.0,,,,"[82.24,76.75,81.30,63.52,77.14,72.05,88.11,70.82,70.58,87.42]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,45.95,1197.75,0,653,,,,,,,0.21,,,0.56,,,,0.35,0.5,220.78
654,30.81832504272461,-105.087158203125,76.93,5.15,0.57,0.09,-0.01,0.0,,,,"[82.18,76.70,81.22,63.46,77.04,71.99,87.99,70.77,70.58,87.33]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,46.91,1198.71,0,654,,,,,,,0.22,,,0.55,,,,0.36,0.5,107.11
655,30.81832504272461,-105.08712005615234,76.86,5.11,0.57,0.09,-0.01,0.0,,,,"[82.11,76.65,81.14,63.41,76.94,71.94,87.87,70.72,70.57,87.23]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,48.06,1199.86,0,655,,,,,,,0.22,,,0.54,,,,0.39,0.5,202.99
656,30.81832504272461,-105.08709716796875,76.79,5.08,0.57,0.09,-0.01,0.0,,,,"[82.05,76.60,81.06,63.35,76.84,71.88,87.75,70.67,70.57,87.13]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,49.09,1200.89,0,656,,,,,,,0.22,,,0.53,,,,0.29,0.49,216.62
657,30.81832504272461,-105.08706665039062,76.72,5.05,0.56,0.09,-0.01,0.0,,,,"[81.99,76.54,80.99,63.30,76.74,71.83,87.62,70.62,70.56,87.03]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,49.85,1201.65,0,657,,,,,,,0.23,,,0.53,,,,0.28,0.5,167.93
658,30.81832504272461,-105.08705139160156,76.66,5.04,0.56,0.09,-0.01,0.0,,,,"[81.92,76.49,80.91,63.25,76.65,71.77,87.51,70.58,70.56,86.95]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,50.66,1202.46,0,658,,,,,,,0.23,,,0.52,,,,0.2,0.5,300.85
659,30.81832504272461,-105.0870132446289,76.62,5.09,0.57,0.09,-0.01,0.0,,,,"[81.84,76.43,80.87,63.25,76.62,71.71,87.43,70.58,70.54,86.92]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,51.14,1202.94,0,659,,,,,,,0.23,,,0.53,,,,0.13,0.51,128.21
660,30.81832504272461,-105.08698272705078,76.58,5.15,0.57,0.09,-0.01,0.0,,,,"[81.75,76.37,80.83,63.26,76.60,71.65,87.35,70.59,70.52,86.90]","[0.11,0.11,0.12,0.06,-0.02,0.10,0.12,0.12,0.11,0.10]",,51.54,1203.34,0,660,,,,,,,0.22,,,0.54,,,,0.09,0.53,271.9
661,30.81832504272461,-105.08695220947266,76.54,5.21,0.58,0.09,-0.01,0.0,,,,"[81.67,76.30,80.79,63.26,76.57,71.60,87.27,70.59,70.50,86.88]","[0.11,0.11,0.12,0.06,-0.03,0.10,0.12,0.12,0.11,0.10]",,51.73,1203.53,0,661,,,,,,,0.21,,,0.55,,,,0.05,0.5,160.51
