geoid,lat,lon,lstf,lstf_serc,lstf_arc,lstf_flag,ndvi,ndvi_serc,ndvi_arc,ndvi_flag,ndmi,ndmi_serc,ndmi_arc,ndmi_flag,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,lstf_temporal,ndvi_temporal,ndmi_temporal,ls_land_cover,cl_land_cover,slope,aspect,tri,tpi,anisotropy,downhill_fraction,dom_angle_deg,dom_ptb_lat,dom_ptb_lon,dom_dir_elv,dd_geoid
5738,30.818323135375977,-105.09172821044922,77.71,6.61,0.73,,0.09,0.0,0.0,,,,,,47.45,1199.25,2.0,1454.0,,,,,,,0.14,,,0.69,,,,,,,,,,0.04,,0.23,0.38,20.93,30.82,-105.09,47.46,
5739,30.818323135375977,-105.09172058105469,77.71,6.6,0.73,,0.09,0.0,0.0,,,,,,47.46,1199.26,2.0,1455.0,,,,,,,0.15,,,0.68,,,,,,,,,,0.06,,0.49,0.25,120.44,30.82,-105.09,47.5,
5740,30.818323135375977,-105.09171295166016,77.7,6.6,0.73,,0.09,0.0,0.0,,,,,,47.5,1199.29,2.0,1456.0,,,,,,,0.15,,,0.68,,,,,,,,,,0.09,,0.71,0.12,147.15,30.82,-105.09,47.5,
5741,30.818323135375977,-105.09170532226562,77.7,6.59,0.73,,0.09,0.0,0.0,,,,,,47.56,1199.35,2.0,1457.0,,,,,,,0.16,,,0.67,,,,,,,,,,0.11,,0.54,0.5,156.77,30.82,-105.09,47.5,
5742,30.818323135375977,-105.0916976928711,77.69,6.58,0.73,,0.09,0.0,0.0,,,,,,47.62,1199.42,2.0,1458.0,,,,,,,0.16,,,0.66,,,,,,,,,,0.13,,0.44,0.5,168.79,30.82,-105.09,47.56,
5743,30.818323135375977,-105.09169006347656,77.69,6.58,0.73,,0.09,0.0,0.0,,,,,,47.66,1199.46,2.0,1459.0,,,,,,,0.16,,,0.65,,,,,,,,,,0.14,,0.35,0.5,167.59,30.82,-105.09,47.62,
5744,30.818323135375977,-105.0916748046875,77.69,6.57,0.73,,0.09,0.0,0.0,,,,,,47.72,1199.51,2.0,1460.0,,,,,,,0.17,,,0.65,,,,,,,,,,0.15,,0.29,0.5,166.43,30.82,-105.09,47.66,
5745,30.818323135375977,-105.09166717529297,77.68,6.57,0.73,,0.09,0.0,0.0,,,,,,47.79,1199.59,2.0,1461.0,,,,,,,0.17,,,0.64,,,,,,,,,,0.16,,0.19,0.5,176.12,30.82,-105.09,47.72,
5746,30.818323135375977,-105.09165954589844,77.68,6.56,0.73,,0.09,0.0,0.0,,,,,,47.87,1199.67,2.0,1462.0,,,,,,,0.17,,,0.63,,,,,,,,,,0.16,,0.13,0.5,191.58,30.82,-105.09,47.79,
5747,30.818323135375977,-105.0916519165039,77.68,6.56,0.73,,0.09,0.0,0.0,,,,,,47.95,1199.75,2.0,1463.0,,,,,,,0.17,,,0.63,,,,,,,,,,0.15,,0.12,0.5,198.51,30.82,-105.09,47.87,
