geoid,lat,lon,lstf,lstf_serc,lstf_arc,lstf_flag,ndvi,ndvi_serc,ndvi_arc,ndvi_flag,ndmi,ndmi_serc,ndmi_arc,ndmi_flag,elv_rel,elv,idx_row,idx_col,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,lstf_temporal,ndvi_temporal,ndmi_temporal,ls_land_cover,cl_land_cover,terrain_classification,slope,aspect,tri,tpi,anisotropy,cgap,downhill_fraction,cgap_uphill,uphill_fraction,dom_angle_deg,dom_dir,dom_ptb_lat,dom_ptb_lon,dom_dir_elv,dd_geoid
137491,30.81756084997111,-105.07318313265455,126.23,3.890000104904175,0.3499999940395355,1.0,0.1,0.0,0.0,,-0.1,0.0,0.0,,119.19,1246.75,492.0,258.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.43700000643730164,-0.8059999942779541,0.1589999943971634,0.386,0.053,0.764,"[126.2,125.6,124.4,129.4,121.7,130.1]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.784681464034929,,0.0727443334045611,0.13074639149333855,0.625,0.3070205614730318,0.375,-140.19442890773405,SW,30.817740513027935,-105.07300346959772,120.63,137490
137491,30.81756084997111,-105.07318313265455,126.23,3.890000104904175,0.3499999940395355,1.0,0.1,0.0,0.0,,-0.1,0.0,0.0,,119.19,1246.75,492.0,258.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.43700000643730164,-0.8059999942779541,0.1589999943971634,0.386,0.053,0.764,"[126.2,125.6,124.4,129.4,121.7,130.1]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.784681464034929,,0.0727443334045611,0.13074639149333855,0.625,0.3070205614730318,0.375,-140.19442890773405,SW,30.817740513027935,-105.07300346959772,120.63,137490
138022,30.817471018442696,-105.07318313265455,126.23,3.890000104904175,0.3499999940395355,1.0,0.1,0.0,0.0,,-0.1,0.0,0.0,,118.6,1246.16,492.0,259.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.43700000643730164,-0.8059999942779541,0.1589999943971634,0.386,0.053,0.764,"[126.2,125.6,124.4,129.4,121.7,130.1]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.6826419266350406,,0.14454997578639536,0.07396969619670624,0.5,0.30045201897810636,0.5,-146.3099324740196,SW,30.817650681499522,-105.07300346959772,119.91,138021
138022,30.817471018442696,-105.07318313265455,126.23,3.890000104904175,0.3499999940395355,1.0,0.1,0.0,0.0,,-0.1,0.0,0.0,,118.6,1246.16,492.0,259.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.43700000643730164,-0.8059999942779541,0.1589999943971634,0.386,0.053,0.764,"[126.2,125.6,124.4,129.4,121.7,130.1]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.6826419266350406,,0.14454997578639536,0.07396969619670624,0.5,0.30045201897810636,0.5,-146.3099324740196,SW,30.817650681499522,-105.07300346959772,119.91,138021
138553,30.817381186914282,-105.07318313265455,126.23,3.890000104904175,0.3499999940395355,1.0,0.1,0.0,0.0,,-0.1,0.0,0.0,,118.13,1245.69,492.0,260.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.43700000643730164,-0.8059999942779541,0.1589999943971634,0.386,0.053,0.764,"[126.2,125.6,124.4,129.4,121.7,130.1]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.5492381086559837,,0.1687856661683681,0.059619407771254185,0.5,0.2648885271170712,0.5,-148.39249775375322,SW,30.81756084997111,-105.07300346959772,119.17,138552
138553,30.817381186914282,-105.07318313265455,126.23,3.890000104904175,0.3499999940395355,1.0,0.1,0.0,0.0,,-0.1,0.0,0.0,,118.13,1245.69,492.0,260.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.43700000643730164,-0.8059999942779541,0.1589999943971634,0.386,0.053,0.764,"[126.2,125.6,124.4,129.4,121.7,130.1]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.5492381086559837,,0.1687856661683681,0.059619407771254185,0.5,0.2648885271170712,0.5,-148.39249775375322,SW,30.81756084997111,-105.07300346959772,119.17,138552
139084,30.81729135538587,-105.07318313265455,125.97,3.950000047683716,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,117.74,1245.3,492.0,261.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7620000243186951,-0.7730000019073486,0.41999998688697815,0.078,0.071,0.407,"[126.0,125.2,124.0,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.40993901985539527,,0.07758178968089646,0.10890872965259796,0.5,0.14447222151364314,0.5,-140.71059313749808,SW,30.817471018442696,-105.07300346959772,118.43,139083
139084,30.81729135538587,-105.07318313265455,125.97,3.950000047683716,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,117.74,1245.3,492.0,261.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7620000243186951,-0.7730000019073486,0.41999998688697815,0.078,0.071,0.407,"[126.0,125.2,124.0,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.40993901985539527,,0.07758178968089646,0.10890872965259796,0.5,0.14447222151364314,0.5,-140.71059313749808,SW,30.817471018442696,-105.07300346959772,118.43,139083
139615,30.817201523857456,-105.07318313265455,125.97,3.950000047683716,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,117.41,1244.97,492.0,262.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7620000243186951,-0.7730000019073486,0.41999998688697815,0.078,0.071,0.407,"[126.0,125.2,124.0,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.3064310689208881,,0.11769285428753133,0.11183766184073402,0.625,0.004228355337247192,0.375,51.58194465517578,NE,30.81702186080063,-105.07318313265455,116.84,139616
139615,30.817201523857456,-105.07318313265455,125.97,3.950000047683716,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,117.41,1244.97,492.0,262.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7620000243186951,-0.7730000019073486,0.41999998688697815,0.078,0.071,0.407,"[126.0,125.2,124.0,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,0.3064310689208881,,0.11769285428753133,0.11183766184073402,0.625,0.004228355337247192,0.375,51.58194465517578,NE,30.81702186080063,-105.07318313265455,116.84,139616
140146,30.817111692329043,-105.07318313265455,125.97,3.950000047683716,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,117.11,1244.67,492.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7620000243186951,-0.7730000019073486,0.41999998688697815,0.078,0.071,0.407,"[126.0,125.2,124.0,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,0.29459718260703094,,0.4228645326133075,0.1125483399593874,0.75,0.11514718625760977,0.25,41.081751135934056,NE,30.816932029272216,-105.07318313265455,116.54,140147
140146,30.817111692329043,-105.07318313265455,125.97,3.950000047683716,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,117.11,1244.67,492.0,263.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7620000243186951,-0.7730000019073486,0.41999998688697815,0.078,0.071,0.407,"[126.0,125.2,124.0,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,0.29459718260703094,,0.4228645326133075,0.1125483399593874,0.75,0.11514718625760977,0.25,41.081751135934056,NE,30.816932029272216,-105.07318313265455,116.54,140147
140677,30.81702186080063,-105.07318313265455,125.82,4.010000228881836,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.08,0.01,0.0,,116.84,1244.4,492.0,264.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.22200000286102295,-0.42899999022483826,0.21699999272823334,0.673,0.397,0.68,"[125.9,124.9,123.6,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.0,-0.1]",BN,,,,,0.34967842369811974,,0.6089432078805588,0.1398275605729764,0.75,0.15050252531694935,0.25,23.459024081462314,NE,30.816842197743803,-105.07318313265455,116.16,140678
140677,30.81702186080063,-105.07318313265455,125.82,4.010000228881836,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.08,0.01,0.0,,116.84,1244.4,492.0,264.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.22200000286102295,-0.42899999022483826,0.21699999272823334,0.673,0.397,0.68,"[125.9,124.9,123.6,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.0,-0.1]",BN,,,,,0.34967842369811974,,0.6089432078805588,0.1398275605729764,0.75,0.15050252531694935,0.25,23.459024081462314,NE,30.816842197743803,-105.07318313265455,116.16,140678
141208,30.816932029272216,-105.07318313265455,125.82,4.010000228881836,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.08,0.01,0.0,,116.54,1244.1,492.0,265.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.22200000286102295,-0.42899999022483826,0.21699999272823334,0.673,0.397,0.68,"[125.9,124.9,123.6,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.0,-0.1]",BN,,,,,0.49054816277303553,,0.6316597161899494,0.18731493398826116,0.625,0.07393398282202068,0.375,16.415279676199514,E,30.816842197743803,-105.07309330112614,116.66,140678
141208,30.816932029272216,-105.07318313265455,125.82,4.010000228881836,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.08,0.01,0.0,,116.54,1244.1,492.0,265.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.22200000286102295,-0.42899999022483826,0.21699999272823334,0.673,0.397,0.68,"[125.9,124.9,123.6,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.0,-0.1]",BN,,,,,0.49054816277303553,,0.6316597161899494,0.18731493398826116,0.625,0.07393398282202068,0.375,16.415279676199514,E,30.816842197743803,-105.07309330112614,116.66,140678
141739,30.816842197743803,-105.07318313265455,125.82,4.010000228881836,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.08,0.01,0.0,,116.16,1243.72,492.0,266.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.22200000286102295,-0.42899999022483826,0.21699999272823334,0.673,0.397,0.68,"[125.9,124.9,123.6,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.0,-0.1]",BN,,,,,0.7360451752440184,,0.7061158615692312,0.17915259582899057,0.5,0.0014213562373109334,0.5,16.225275361177978,E,30.81675236621539,-105.07309330112614,116.51,141209
141739,30.816842197743803,-105.07318313265455,125.82,4.010000228881836,0.36000001430511475,2.0,0.1,-0.01,0.0,,-0.08,0.01,0.0,,116.16,1243.72,492.0,266.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.22200000286102295,-0.42899999022483826,0.21699999272823334,0.673,0.397,0.68,"[125.9,124.9,123.6,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.0,-0.1]",BN,,,,,0.7360451752440184,,0.7061158615692312,0.17915259582899057,0.5,0.0014213562373109334,0.5,16.225275361177978,E,30.81675236621539,-105.07309330112614,116.51,141209
142270,30.81675236621539,-105.07318313265455,125.7,4.099999904632568,0.3700000047683716,2.0,0.1,-0.01,0.0,,-0.07,0.0,0.0,,115.63,1243.19,492.0,267.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.48500001430511475,-0.7149999737739563,0.593999981880188,0.33,0.11,0.214,"[125.8,124.6,123.3,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.0,-0.1,-0.1,-0.0,-0.1]",BN,,,,,1.0473239708896207,,0.7901036072382003,0.07341666454092399,0.5,0.03615223689150296,0.5,15.720927785822777,E,30.816662534686976,-105.07309330112614,116.29,141740
142270,30.81675236621539,-105.07318313265455,125.7,4.099999904632568,0.3700000047683716,2.0,0.1,-0.01,0.0,,-0.07,0.0,0.0,,115.63,1243.19,492.0,267.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.48500001430511475,-0.7149999737739563,0.593999981880188,0.33,0.11,0.214,"[125.8,124.6,123.3,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.0,-0.1,-0.1,-0.0,-0.1]",BN,,,,,1.0473239708896207,,0.7901036072382003,0.07341666454092399,0.5,0.03615223689150296,0.5,15.720927785822777,E,30.816662534686976,-105.07309330112614,116.29,141740
142801,30.816662534686976,-105.07318313265455,125.7,4.099999904632568,0.3700000047683716,2.0,0.1,-0.01,0.0,,-0.07,0.0,0.0,,114.95,1242.51,492.0,268.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.48500001430511475,-0.7149999737739563,0.593999981880188,0.33,0.11,0.214,"[125.8,124.6,123.3,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.0,-0.1,-0.1,-0.0,-0.1]",BN,,,,,1.3842506998372839,,0.7074263750705446,0.032319266747142805,0.5,0.1188730162779133,0.5,14.516699958854733,E,30.816572703158563,-105.07309330112614,115.97,142271
142801,30.816662534686976,-105.07318313265455,125.7,4.099999904632568,0.3700000047683716,2.0,0.1,-0.01,0.0,,-0.07,0.0,0.0,,114.95,1242.51,492.0,268.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.48500001430511475,-0.7149999737739563,0.593999981880188,0.33,0.11,0.214,"[125.8,124.6,123.3,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.0,-0.1,-0.1,-0.0,-0.1]",BN,,,,,1.3842506998372839,,0.7074263750705446,0.032319266747142805,0.5,0.1188730162779133,0.5,14.516699958854733,E,30.816572703158563,-105.07309330112614,115.97,142271
143332,30.816572703158563,-105.07318313265455,125.7,4.099999904632568,0.3700000047683716,2.0,0.1,-0.01,0.0,,-0.07,0.0,0.0,,114.2,1241.76,492.0,269.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.48500001430511475,-0.7149999737739563,0.593999981880188,0.33,0.11,0.214,"[125.8,124.6,123.3,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.0,-0.1,-0.1,-0.0,-0.1]",BN,,,,,1.7159436179548562,,0.6194307664023438,0.15755267271828188,0.5,0.19966991411009338,0.5,14.215853473673514,E,30.81648287163015,-105.07309330112614,115.5,142802
143332,30.816572703158563,-105.07318313265455,125.7,4.099999904632568,0.3700000047683716,2.0,0.1,-0.01,0.0,,-0.07,0.0,0.0,,114.2,1241.76,492.0,269.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.48500001430511475,-0.7149999737739563,0.593999981880188,0.33,0.11,0.214,"[125.8,124.6,123.3,129.3,121.3,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.0,-0.1,-0.1,-0.0,-0.1]",BN,,,,,1.7159436179548562,,0.6194307664023438,0.15755267271828188,0.5,0.19966991411009338,0.5,14.215853473673514,E,30.81648287163015,-105.07309330112614,115.5,142802
143863,30.81648287163015,-105.07318313265455,126.03,4.170000076293945,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,113.38,1240.94,492.0,270.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.6620000004768372,-0.7730000019073486,0.5,0.152,0.072,0.312,"[125.7,124.2,125.7,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,1.9797853418994704,,0.5195633624396055,0.36077597742164036,0.5,0.30147186257614667,0.5,13.041038316709674,E,30.816393040101737,-105.07309330112614,114.9,143333
143863,30.81648287163015,-105.07318313265455,126.03,4.170000076293945,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,113.38,1240.94,492.0,270.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.6620000004768372,-0.7730000019073486,0.5,0.152,0.072,0.312,"[125.7,124.2,125.7,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,1.9797853418994704,,0.5195633624396055,0.36077597742164036,0.5,0.30147186257614667,0.5,13.041038316709674,E,30.816393040101737,-105.07309330112614,114.9,143333
144394,30.816393040101737,-105.07318313265455,126.03,4.170000076293945,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,112.53,1240.09,492.0,271.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.6620000004768372,-0.7730000019073486,0.5,0.152,0.072,0.312,"[125.7,124.2,125.7,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,2.124161599313951,,0.3621182341716594,0.5939130624114899,0.5,0.4025631329235424,0.5,7.701463621453901,E,30.816303208573324,-105.07309330112614,114.34,143864
144394,30.816393040101737,-105.07318313265455,126.03,4.170000076293945,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,112.53,1240.09,492.0,271.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.6620000004768372,-0.7730000019073486,0.5,0.152,0.072,0.312,"[125.7,124.2,125.7,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,2.124161599313951,,0.3621182341716594,0.5939130624114899,0.5,0.4025631329235424,0.5,7.701463621453901,E,30.816303208573324,-105.07309330112614,114.34,143864
144925,30.816303208573324,-105.07318313265455,126.03,4.170000076293945,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.81,1239.37,492.0,272.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.6620000004768372,-0.7730000019073486,0.5,0.152,0.072,0.312,"[125.7,124.2,125.7,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.171946131928689,,0.18915339554951152,0.7143293680149139,0.5,0.4343650813895885,0.5,-2.7702157972004997,E,30.81621337704491,-105.07309330112614,113.98,144395
144925,30.816303208573324,-105.07318313265455,126.03,4.170000076293945,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.81,1239.37,492.0,272.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.6620000004768372,-0.7730000019073486,0.5,0.152,0.072,0.312,"[125.7,124.2,125.7,129.3,121.4,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.171946131928689,,0.18915339554951152,0.7143293680149139,0.5,0.4343650813895885,0.5,-2.7702157972004997,E,30.81621337704491,-105.07309330112614,113.98,144395
145456,30.81621337704491,-105.07318313265455,126.02,4.179999828338623,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.37,1238.93,492.0,273.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.5239999890327454,-0.40700000524520874,-0.45500001311302185,0.285,0.423,0.365,"[125.7,123.8,125.8,129.3,121.6,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.1669073584258243,,0.12097132407884328,0.7511060633115503,0.5,0.4582990642116078,0.5,-8.615648184163831,E,30.816123545516497,-105.07309330112614,113.8,144926
145456,30.81621337704491,-105.07318313265455,126.02,4.179999828338623,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.37,1238.93,492.0,273.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.5239999890327454,-0.40700000524520874,-0.45500001311302185,0.285,0.423,0.365,"[125.7,123.8,125.8,129.3,121.6,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.1669073584258243,,0.12097132407884328,0.7511060633115503,0.5,0.4582990642116078,0.5,-8.615648184163831,E,30.816123545516497,-105.07309330112614,113.8,144926
145987,30.816123545516497,-105.07318313265455,126.02,4.179999828338623,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.15,1238.71,492.0,274.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.5239999890327454,-0.40700000524520874,-0.45500001311302185,0.285,0.423,0.365,"[125.7,123.8,125.8,129.3,121.6,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.149502849497992,,0.10652065631144238,0.7518167414301935,0.5,0.5336544032709394,0.5,-2.2120420020484417,E,30.816033713988084,-105.07309330112614,113.64,145457
145987,30.816123545516497,-105.07318313265455,126.02,4.179999828338623,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.15,1238.71,492.0,274.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.5239999890327454,-0.40700000524520874,-0.45500001311302185,0.285,0.423,0.365,"[125.7,123.8,125.8,129.3,121.6,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.149502849497992,,0.10652065631144238,0.7518167414301935,0.5,0.5336544032709394,0.5,-2.2120420020484417,E,30.816033713988084,-105.07309330112614,113.64,145457
146518,30.816033713988084,-105.07318313265455,126.02,4.179999828338623,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.04,1238.6,492.0,275.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.5239999890327454,-0.40700000524520874,-0.45500001311302185,0.285,0.423,0.365,"[125.7,123.8,125.8,129.3,121.6,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.1137230187515104,,0.08633656896543483,0.7708116907963267,0.5,0.5795122676472135,0.5,-1.5316077920100375,E,30.81594388245967,-105.07309330112614,113.41,145988
146518,30.816033713988084,-105.07318313265455,126.02,4.179999828338623,0.3799999952316284,2.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.04,1238.6,492.0,275.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.5239999890327454,-0.40700000524520874,-0.45500001311302185,0.285,0.423,0.365,"[125.7,123.8,125.8,129.3,121.6,129.9]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,2.1137230187515104,,0.08633656896543483,0.7708116907963267,0.5,0.5795122676472135,0.5,-1.5316077920100375,E,30.81594388245967,-105.07309330112614,113.41,145988
147049,30.81594388245967,-105.07318313265455,125.57,7.570000171661377,0.6899999976158142,3.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,110.96,1238.52,492.0,276.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7450000047683716,-0.15700000524520874,-0.10000000149011612,0.089,0.767,0.851,"[122.4,123.6,126.0,129.5,121.9,130.0]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,1.9987402282437827,,0.05407629223034054,0.7375883860929555,0.5,0.5275883860929618,0.5,-48.764034864906634,SE,30.81594388245967,-105.07300346959772,115.34,145988
147049,30.81594388245967,-105.07318313265455,125.57,7.570000171661377,0.6899999976158142,3.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,110.96,1238.52,492.0,276.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7450000047683716,-0.15700000524520874,-0.10000000149011612,0.089,0.767,0.851,"[122.4,123.6,126.0,129.5,121.9,130.0]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,1.9987402282437827,,0.05407629223034054,0.7375883860929555,0.5,0.5275883860929618,0.5,-48.764034864906634,SE,30.81594388245967,-105.07300346959772,115.34,145988
147580,30.815854050931257,-105.07318313265455,125.57,7.570000171661377,0.6899999976158142,3.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,110.94,1238.5,492.0,277.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7450000047683716,-0.15700000524520874,-0.10000000149011612,0.089,0.767,0.851,"[122.4,123.6,126.0,129.5,121.9,130.0]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,1.7654284182599995,,0.10888662273489126,0.414867606706536,0.375,0.39051731828109726,0.625,-114.39943592417644,SW,30.816033713988084,-105.07300346959772,115.67,147579
147580,30.815854050931257,-105.07318313265455,125.57,7.570000171661377,0.6899999976158142,3.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,110.94,1238.5,492.0,277.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7450000047683716,-0.15700000524520874,-0.10000000149011612,0.089,0.767,0.851,"[122.4,123.6,126.0,129.5,121.9,130.0]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,,,,1.7654284182599995,,0.10888662273489126,0.414867606706536,0.375,0.39051731828109726,0.625,-114.39943592417644,SW,30.816033713988084,-105.07300346959772,115.67,147579
148111,30.815764219402844,-105.07318313265455,125.57,7.570000171661377,0.6899999976158142,3.0,0.1,-0.01,0.0,,-0.1,0.0,0.0,,111.19,1238.75,492.0,278.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.7450000047683716,-0.15700000524520874,-0.10000000149011612,0.089,0.767,0.851,"[122.4,123.6,126.0,129.5,121.9,130.0]","[0.1,0.1,0.1,0.1,0.1,0.1]","[-0.1,-0.1,-0.1,-0.1,-0.1,-0.1]",BN,,DSS,,,1.4499956896487651,,0.16740544592635476,0.08249783362056173,0.5,0.2980046916963772,0.5,-146.92073853992125,SW,30.81594388245967,-105.07300346959772,115.34,148110
