geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,elv_rel,elv,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,ls_land_cover,cl_land_cover,terrain_classification,anisotropy,downhill_fraction,dom_angle_deg,dom_dir
34475,30.834988166483278,-105.07327296418296,123.88,9.020000457763672,0.8199999928474426,0.1,-0.01,0.0,-0.1,0.0,0.0,173.17,1300.73,300.0,300.0,300.0,300.0,300.0,300.0,-0.8999999761581421,-0.492000013589859,0.41999998688697815,0.014,0.322,0.407,BN,,DSS,0.0249764522935059,0.625,43.531199285607215,NE
35006,30.834898334954865,-105.07327296418296,123.88,9.020000457763672,0.8199999928474426,0.1,-0.01,0.0,-0.1,0.0,0.0,171.1,1298.66,300.0,300.0,300.0,300.0,300.0,300.0,-0.8999999761581421,-0.492000013589859,0.41999998688697815,0.014,0.322,0.407,BN,,DSS,0.04100287284651562,0.5,-13.240519915182807,E
35537,30.83480850342645,-105.07327296418296,123.6,8.529999732971191,0.7799999713897705,0.1,0.0,0.0,-0.12,0.01,0.0,169.1,1296.66,300.0,300.0,300.0,300.0,300.0,300.0,-0.5130000114440918,-0.14499999582767487,0.34299999475479126,0.298,0.785,0.506,WS,,DSS,0.11770651479219796,0.5,-48.07745539942666,SE
36068,30.834718671898038,-105.07327296418296,123.6,8.529999732971191,0.7799999713897705,0.1,0.0,0.0,-0.12,0.01,0.0,167.29,1294.85,300.0,300.0,300.0,300.0,300.0,300.0,-0.5130000114440918,-0.14499999582767487,0.34299999475479126,0.298,0.785,0.506,WS,,,0.4029158674715896,0.5,-71.88247607083022,S
36599,30.834628840369625,-105.07327296418296,123.6,8.529999732971191,0.7799999713897705,0.1,0.0,0.0,-0.12,0.01,0.0,165.84,1293.4,300.0,300.0,300.0,300.0,300.0,300.0,-0.5130000114440918,-0.14499999582767487,0.34299999475479126,0.298,0.785,0.506,WS,,,0.4805334914713122,0.25,-72.66323832781649,S
37130,30.83453900884121,-105.07327296418296,123.27,8.109999656677246,0.7400000095367432,0.1,0.0,0.0,-0.13,0.01,0.0,165.09,1292.65,300.0,300.0,300.0,300.0,300.0,300.0,-0.8140000104904175,-0.4699999988079071,0.765999972820282,0.049,0.347,0.076,WS,,,0.1439662136273421,0.375,90.00000000000004,NW
37661,30.8344491773128,-105.07327296418296,123.27,8.109999656677246,0.7400000095367432,0.1,0.0,0.0,-0.13,0.01,0.0,165.06,1292.62,300.0,300.0,300.0,300.0,300.0,300.0,-0.8140000104904175,-0.4699999988079071,0.765999972820282,0.049,0.347,0.076,WS,,DSS,0.3219446480002615,0.5,-130.07289005235276,SW
38192,30.834359345784385,-105.07327296418296,123.27,8.109999656677246,0.7400000095367432,0.1,0.0,0.0,-0.13,0.01,0.0,165.24,1292.8,300.0,300.0,300.0,300.0,300.0,300.0,-0.8140000104904175,-0.4699999988079071,0.765999972820282,0.049,0.347,0.076,WS,,,0.6880460951966442,0.625,-147.84770485871616,SW
38723,30.834269514255972,-105.07327296418296,122.95,7.690000057220459,0.699999988079071,0.1,0.0,0.0,-0.13,0.01,0.0,165.33,1292.89,300.0,300.0,300.0,300.0,300.0,300.0,-0.8050000071525574,-0.28700000047683716,0.6000000238418579,0.053,0.581,0.208,WS,,,0.7249401137035956,0.625,150.06848815949158,NW
39254,30.83417968272756,-105.07327296418296,122.95,7.690000057220459,0.699999988079071,0.1,0.0,0.0,-0.13,0.01,0.0,165.35,1292.91,300.0,300.0,300.0,300.0,300.0,300.0,-0.8050000071525574,-0.28700000047683716,0.6000000238418579,0.053,0.581,0.208,WS,,,0.7409341407041773,0.625,136.11891593056686,NW
39785,30.834089851199145,-105.07327296418296,122.95,7.690000057220459,0.699999988079071,0.1,0.0,0.0,-0.13,0.01,0.0,165.33,1292.89,300.0,300.0,300.0,300.0,300.0,300.0,-0.8050000071525574,-0.28700000047683716,0.6000000238418579,0.053,0.581,0.208,WS,,,0.48783024102749645,0.625,130.72415888737083,NW
40316,30.834000019670732,-105.07327296418296,122.82,7.480000019073486,0.6800000071525574,0.1,0.0,0.0,-0.12,0.0,0.0,165.07,1292.64,300.0,300.0,300.0,300.0,300.0,300.0,-0.781000018119812,-0.578000009059906,0.5249999761581421,0.067,0.23,0.285,WS,,DSS,0.30782194318165174,0.625,122.44570484612686,NW
40847,30.83391018814232,-105.07327296418296,122.82,7.480000019073486,0.6800000071525574,0.1,0.0,0.0,-0.12,0.0,0.0,164.11,1291.67,300.0,300.0,300.0,300.0,300.0,300.0,-0.781000018119812,-0.578000009059906,0.5249999761581421,0.067,0.23,0.285,WS,,DSS,0.1734426081995156,0.5,118.40524643347044,NW
