geoid,lat,lon,lstf,lstf_serc,lstf_arc,ndvi,ndvi_serc,ndvi_arc,ndmi,ndmi_serc,ndmi_arc,elv_rel,elv,mdrdasp,mdrdconc,mdrdgrv,mdrdunp,mdconst,mdbldg,lstf_ndvi_corr,lstf_ndmi_corr,ndvi_ndmi_corr,lstf_ndvi_pval,lstf_ndmi_pval,ndvi_ndmi_pval,ls_land_cover,cl_land_cover,terrain_classification,anisotropy,downhill_fraction,dom_angle_deg,dom_dir
41381,30.833820356613906,-105.07300346959772,121.57,7.360000133514404,0.6700000166893005,0.1,0.0,0.0,-0.1,0.01,0.0,156.83,1284.39,300.0,300.0,300.0,300.0,300.0,300.0,-0.7839999794960022,-0.42800000309944153,0.7310000061988831,0.065,0.397,0.099,BN,,,0.4118270663303902,0.5,-42.3974377974999,SE
41912,30.833730525085493,-105.07300346959772,121.7,7.46999979019165,0.6800000071525574,0.1,0.0,0.0,-0.1,0.01,0.0,155.03,1282.59,300.0,300.0,300.0,300.0,300.0,300.0,-0.7059999704360962,-0.39399999380111694,0.734000027179718,0.117,0.44,0.097,BN,,,0.49181681087553886,0.375,-50.96743456663137,SE
42443,30.83364069355708,-105.07300346959772,121.7,7.46999979019165,0.6800000071525574,0.1,0.0,0.0,-0.1,0.01,0.0,153.54,1281.1,300.0,300.0,300.0,300.0,300.0,300.0,-0.7059999704360962,-0.39399999380111694,0.734000027179718,0.117,0.44,0.097,BN,,,0.3277239721116818,0.25,-100.6406197024104,S
42974,30.833550862028666,-105.07300346959772,121.7,7.46999979019165,0.6800000071525574,0.1,0.0,0.0,-0.1,0.01,0.0,152.59,1280.15,300.0,300.0,300.0,300.0,300.0,300.0,-0.7059999704360962,-0.39399999380111694,0.734000027179718,0.117,0.44,0.097,BN,,,0.5517783477019835,0.25,142.2986393917416,NW
43505,30.833461030500253,-105.07300346959772,122.42,7.650000095367432,0.699999988079071,0.1,0.01,0.0,-0.12,0.02,0.0,152.17,1279.73,300.0,300.0,300.0,300.0,300.0,300.0,-0.36399999260902405,-0.08900000154972076,0.6480000019073486,0.478,0.868,0.164,WS,,,0.40138938450649386,0.5,138.94518622903774,NW
44036,30.83337119897184,-105.07300346959772,122.42,7.650000095367432,0.699999988079071,0.1,0.01,0.0,-0.12,0.02,0.0,152.18,1279.74,300.0,300.0,300.0,300.0,300.0,300.0,-0.36399999260902405,-0.08900000154972076,0.6480000019073486,0.478,0.868,0.164,WS,,DSS,0.19112436397491855,0.5,140.38931175997322,NW
44567,30.833281367443426,-105.07300346959772,122.42,7.650000095367432,0.699999988079071,0.1,0.01,0.0,-0.12,0.02,0.0,152.44,1280.0,300.0,300.0,300.0,300.0,300.0,300.0,-0.36399999260902405,-0.08900000154972076,0.6480000019073486,0.478,0.868,0.164,WS,,DSS,0.12539031772761913,0.5,138.3338506615366,NW
45098,30.833191535915013,-105.07300346959772,122.93,7.800000190734863,0.7099999785423279,0.1,0.0,0.0,-0.13,0.01,0.0,152.91,1280.47,300.0,300.0,300.0,300.0,300.0,300.0,-0.6480000019073486,-0.34299999475479126,0.5569999814033508,0.164,0.505,0.251,WS,,DSS,0.02256304181006997,0.5,132.6140559696062,NW
45629,30.8331017043866,-105.07300346959772,122.93,7.800000190734863,0.7099999785423279,0.1,0.0,0.0,-0.13,0.01,0.0,153.79,1281.35,300.0,300.0,300.0,300.0,300.0,300.0,-0.6480000019073486,-0.34299999475479126,0.5569999814033508,0.164,0.505,0.251,WS,,DSS,0.09034770123923833,0.5,-41.308614013548656,SE
46160,30.833011872858187,-105.07300346959772,122.93,7.800000190734863,0.7099999785423279,0.1,0.0,0.0,-0.13,0.01,0.0,154.97,1282.53,300.0,300.0,300.0,300.0,300.0,300.0,-0.6480000019073486,-0.34299999475479126,0.5569999814033508,0.164,0.505,0.251,WS,,DSS,0.17465011456422294,0.5,-41.633539336571815,SE
46691,30.832922041329773,-105.07300346959772,123.45,8.020000457763672,0.7300000190734863,0.1,0.0,0.0,-0.18,0.0,0.0,156.0,1283.56,300.0,300.0,300.0,300.0,300.0,300.0,-0.3970000147819519,-0.5210000276565552,0.5419999957084656,0.436,0.289,0.266,WS,,DSS,0.23046590029890765,0.5,-41.18592516571305,SE
47222,30.83283220980136,-105.07300346959772,123.45,8.020000457763672,0.7300000190734863,0.1,0.0,0.0,-0.18,0.0,0.0,156.65,1284.21,300.0,300.0,300.0,300.0,300.0,300.0,-0.3970000147819519,-0.5210000276565552,0.5419999957084656,0.436,0.289,0.266,WS,,DSS,0.16590836148348728,0.5,-42.33699923393505,SE
47753,30.832742378272947,-105.07300346959772,123.45,8.020000457763672,0.7300000190734863,0.1,0.0,0.0,-0.18,0.0,0.0,157.03,1284.59,300.0,300.0,300.0,300.0,300.0,300.0,-0.3970000147819519,-0.5210000276565552,0.5419999957084656,0.436,0.289,0.266,WS,,DSS,0.16196929433906074,0.625,-21.801409486351808,E
48284,30.832652546744534,-105.07300346959772,123.92,8.239999771118164,0.75,0.1,0.0,0.0,-0.2,0.01,0.0,157.23,1284.79,300.0,300.0,300.0,300.0,300.0,300.0,-0.6610000133514404,-0.2709999978542328,0.5699999928474426,0.153,0.603,0.238,UN,,DSS,0.17005311865019876,0.5,3.4473868518621456,E
48815,30.83256271521612,-105.07300346959772,123.92,8.239999771118164,0.75,0.1,0.0,0.0,-0.2,0.01,0.0,157.22,1284.78,300.0,300.0,300.0,300.0,300.0,300.0,-0.6610000133514404,-0.2709999978542328,0.5699999928474426,0.153,0.603,0.238,UN,,DSS,0.11673021123850831,0.5,10.713123022795063,E
49346,30.832472883687707,-105.07300346959772,123.92,8.239999771118164,0.75,0.1,0.0,0.0,-0.2,0.01,0.0,156.97,1284.53,300.0,300.0,300.0,300.0,300.0,300.0,-0.6610000133514404,-0.2709999978542328,0.5699999928474426,0.153,0.603,0.238,UN,,DSS,0.07647193927710788,0.5,6.581944655173741,E
49877,30.832383052159294,-105.07300346959772,124.33,8.180000305175781,0.7400000095367432,0.1,0.0,0.0,-0.2,0.0,0.0,156.55,1284.11,300.0,300.0,300.0,300.0,300.0,300.0,-0.4580000042915344,-0.3529999852180481,0.21799999475479126,0.362,0.492,0.678,UN,,DSS,0.07249246528667291,0.5,9.090276920822605,E
50408,30.83229322063088,-105.07300346959772,124.33,8.180000305175781,0.7400000095367432,0.1,0.0,0.0,-0.2,0.0,0.0,156.06,1283.62,300.0,300.0,300.0,300.0,300.0,300.0,-0.4580000042915344,-0.3529999852180481,0.21799999475479126,0.362,0.492,0.678,UN,,DSS,0.07327744392184404,0.5,2.202598161770169,E
50939,30.832203389102467,-105.07300346959772,124.33,8.180000305175781,0.7400000095367432,0.1,0.0,0.0,-0.2,0.0,0.0,155.56,1283.12,300.0,300.0,300.0,300.0,300.0,300.0,-0.4580000042915344,-0.3529999852180481,0.21799999475479126,0.362,0.492,0.678,UN,,DSS,0.08420728865635844,0.5,-1.9749340108858227,E
51470,30.832113557574054,-105.07300346959772,124.77,8.239999771118164,0.75,0.1,0.01,0.0,-0.18,0.02,0.0,155.07,1282.63,300.0,300.0,300.0,300.0,300.0,300.0,-0.29499998688697815,0.0020000000949949026,0.1940000057220459,0.57,0.998,0.712,WS,,DSS,0.09830342350363722,0.5,-10.124671655393346,E
52001,30.83202372604564,-105.07300346959772,124.77,8.239999771118164,0.75,0.1,0.01,0.0,-0.18,0.02,0.0,154.61,1282.17,300.0,300.0,300.0,300.0,300.0,300.0,-0.29499998688697815,0.0020000000949949026,0.1940000057220459,0.57,0.998,0.712,WS,,DSS,0.17441937826364115,0.5,-1.5074357587779967,E
52532,30.831933894517228,-105.07300346959772,124.77,8.239999771118164,0.75,0.1,0.01,0.0,-0.18,0.02,0.0,154.18,1281.74,300.0,300.0,300.0,300.0,300.0,300.0,-0.29499998688697815,0.0020000000949949026,0.1940000057220459,0.57,0.998,0.712,WS,,DSS,0.21962184123325623,0.5,-1.1233027140759815,E
53063,30.831844062988814,-105.07300346959772,125.25,8.229999542236328,0.75,0.1,0.01,0.0,-0.17,0.01,0.0,153.83,1281.39,300.0,300.0,300.0,300.0,300.0,300.0,-0.48100000619888306,-0.5220000147819519,0.8709999918937683,0.335,0.288,0.024,WS,,DSS,0.20408358629971388,0.5,-7.86907555178964,E
53594,30.8317542314604,-105.07300346959772,125.25,8.229999542236328,0.75,0.1,0.01,0.0,-0.17,0.01,0.0,153.61,1281.17,300.0,300.0,300.0,300.0,300.0,300.0,-0.48100000619888306,-0.5220000147819519,0.8709999918937683,0.335,0.288,0.024,WS,,DSS,0.25577931237730467,0.5,-7.0789216046099135,E
54125,30.831664399931988,-105.07300346959772,125.25,8.229999542236328,0.75,0.1,0.01,0.0,-0.17,0.01,0.0,153.55,1281.11,300.0,300.0,300.0,300.0,300.0,300.0,-0.48100000619888306,-0.5220000147819519,0.8709999918937683,0.335,0.288,0.024,WS,,DSS,0.31601969507559624,0.5,-1.582353922620862,E
54656,30.831574568403575,-105.07300346959772,125.77,8.300000190734863,0.75,0.1,0.0,0.0,-0.15,0.0,0.0,153.56,1281.12,300.0,300.0,300.0,300.0,300.0,300.0,-0.7509999871253967,-0.5590000152587891,0.7730000019073486,0.085,0.249,0.071,WS,,DSS,0.3410706616822057,0.5,7.454298812749554,E
55187,30.83148473687516,-105.07300346959772,125.77,8.300000190734863,0.75,0.1,0.0,0.0,-0.15,0.0,0.0,153.48,1281.04,300.0,300.0,300.0,300.0,300.0,300.0,-0.7509999871253967,-0.5590000152587891,0.7730000019073486,0.085,0.249,0.071,WS,,,0.4320714266292651,0.625,31.51693997259445,NE
55718,30.831394905346748,-105.07300346959772,125.77,8.300000190734863,0.75,0.1,0.0,0.0,-0.15,0.0,0.0,153.14,1280.7,300.0,300.0,300.0,300.0,300.0,300.0,-0.7509999871253967,-0.5590000152587891,0.7730000019073486,0.085,0.249,0.071,WS,,DSS,0.31004177635273544,0.625,48.718993973157154,NE
56249,30.831305073818335,-105.07300346959772,126.0,8.5,0.7699999809265137,0.1,0.0,0.0,-0.13,0.01,0.0,152.4,1279.96,300.0,300.0,300.0,300.0,300.0,300.0,-0.6399999856948853,-0.3050000071525574,0.7070000171661377,0.171,0.556,0.116,WS,,DSS,0.20591718354649097,0.5,54.366509957012504,NE
56780,30.83121524228992,-105.07300346959772,126.0,8.5,0.7699999809265137,0.1,0.0,0.0,-0.13,0.01,0.0,151.23,1278.79,300.0,300.0,300.0,300.0,300.0,300.0,-0.6399999856948853,-0.3050000071525574,0.7070000171661377,0.171,0.556,0.116,WS,,DSS,0.14329158372549003,0.5,49.69868051729868,NE
57311,30.83112541076151,-105.07300346959772,126.0,8.5,0.7699999809265137,0.1,0.0,0.0,-0.13,0.01,0.0,149.79,1277.35,300.0,300.0,300.0,300.0,300.0,300.0,-0.6399999856948853,-0.3050000071525574,0.7070000171661377,0.171,0.556,0.116,WS,,DSS,0.09258013765280944,0.5,46.7357045889286,NE
57842,30.831035579233095,-105.07300346959772,126.35,8.670000076293945,0.7900000214576721,0.1,0.0,0.0,-0.17,0.0,0.0,148.27,1275.83,300.0,300.0,300.0,300.0,300.0,300.0,-0.6439999938011169,-0.6539999842643738,0.7160000205039978,0.167,0.158,0.11,WS,,DSS,0.08712301454772749,0.5,52.71189241265816,NE
58373,30.830945747704682,-105.07300346959772,126.35,8.670000076293945,0.7900000214576721,0.1,0.0,0.0,-0.17,0.0,0.0,146.7,1274.26,300.0,300.0,300.0,300.0,300.0,300.0,-0.6439999938011169,-0.6539999842643738,0.7160000205039978,0.167,0.158,0.11,WS,,DSS,0.07080776733060785,0.5,53.027237510432975,NE
58904,30.83085591617627,-105.07300346959772,126.35,8.670000076293945,0.7900000214576721,0.1,0.0,0.0,-0.17,0.0,0.0,145.04,1272.6,300.0,300.0,300.0,300.0,300.0,300.0,-0.6439999938011169,-0.6539999842643738,0.7160000205039978,0.167,0.158,0.11,WS,,DSS,0.03150946831515751,0.5,34.695153531234034,NE
59435,30.830766084647856,-105.07300346959772,126.5,8.65999984741211,0.7900000214576721,0.1,0.01,0.0,-0.2,0.0,0.0,143.35,1270.91,300.0,300.0,300.0,300.0,300.0,300.0,-0.40799999237060547,-0.4869999885559082,0.40799999237060547,0.421,0.328,0.422,UN,,DSS,0.018872036521196935,0.5,-70.20112364545689,S
59966,30.830676253119442,-105.07300346959772,126.5,8.65999984741211,0.7900000214576721,0.1,0.01,0.0,-0.2,0.0,0.0,141.78,1269.34,300.0,300.0,300.0,300.0,300.0,300.0,-0.40799999237060547,-0.4869999885559082,0.40799999237060547,0.421,0.328,0.422,UN,,DSS,0.01855972966269075,0.5,64.44003482817591,NE
60497,30.83058642159103,-105.07300346959772,126.5,8.65999984741211,0.7900000214576721,0.1,0.01,0.0,-0.2,0.0,0.0,140.39,1267.95,300.0,300.0,300.0,300.0,300.0,300.0,-0.40799999237060547,-0.4869999885559082,0.40799999237060547,0.421,0.328,0.422,UN,,DSS,0.0875839842756173,0.5,63.00416160591564,NE
61028,30.830496590062616,-105.07300346959772,126.43,8.739999771118164,0.7900000214576721,0.1,0.0,0.0,-0.2,0.01,0.0,138.99,1266.55,300.0,300.0,300.0,300.0,300.0,300.0,-0.515999972820282,0.10300000011920929,-0.1080000028014183,0.294,0.846,0.838,UN,,DSS,0.09276365179315936,0.5,39.49452214202038,NE
61559,30.830406758534203,-105.07300346959772,126.43,8.739999771118164,0.7900000214576721,0.1,0.0,0.0,-0.2,0.01,0.0,137.41,1264.97,300.0,300.0,300.0,300.0,300.0,300.0,-0.515999972820282,0.10300000011920929,-0.1080000028014183,0.294,0.846,0.838,UN,,DSS,0.08559679011620772,0.5,-35.166436035788664,SE
62090,30.83031692700579,-105.07300346959772,126.43,8.739999771118164,0.7900000214576721,0.1,0.0,0.0,-0.2,0.01,0.0,135.8,1263.36,300.0,300.0,300.0,300.0,300.0,300.0,-0.515999972820282,0.10300000011920929,-0.1080000028014183,0.294,0.846,0.838,UN,,DSS,0.08630841493175852,0.5,-69.38637110180082,S
62621,30.830227095477376,-105.07300346959772,126.37,8.90999984741211,0.8100000023841858,0.1,-0.01,0.0,-0.1,0.0,0.0,134.6,1262.16,300.0,300.0,300.0,300.0,300.0,300.0,-0.847000002861023,-0.593999981880188,0.7649999856948853,0.033,0.214,0.076,BN,,DSS,0.04771318257562863,0.625,-40.48601154200707,SE
63152,30.830137263948963,-105.07300346959772,126.37,8.90999984741211,0.8100000023841858,0.1,-0.01,0.0,-0.1,0.0,0.0,133.87,1261.43,300.0,300.0,300.0,300.0,300.0,300.0,-0.847000002861023,-0.593999981880188,0.7649999856948853,0.033,0.214,0.076,BN,,DSS,0.023722819752075356,0.625,-111.80140948634087,S
63683,30.83004743242055,-105.07300346959772,126.37,8.90999984741211,0.8100000023841858,0.1,-0.01,0.0,-0.1,0.0,0.0,133.25,1260.81,300.0,300.0,300.0,300.0,300.0,300.0,-0.847000002861023,-0.593999981880188,0.7649999856948853,0.033,0.214,0.076,BN,,DSS,0.04882079955963623,0.5,-170.5376777919767,W
64214,30.829957600892136,-105.07300346959772,126.32,9.029999732971191,0.8199999928474426,0.1,-0.02,0.0,-0.1,-0.01,0.0,132.62,1260.18,300.0,300.0,300.0,300.0,300.0,300.0,-0.9559999704360962,-0.8740000128746033,0.8529999852180481,0.003,0.023,0.031,BN,,DSS,0.0639979021378157,0.5,-169.59228868750017,W
64745,30.829867769363723,-105.07300346959772,126.32,9.029999732971191,0.8199999928474426,0.1,-0.02,0.0,-0.1,-0.01,0.0,131.97,1259.53,300.0,300.0,300.0,300.0,300.0,300.0,-0.9559999704360962,-0.8740000128746033,0.8529999852180481,0.003,0.023,0.031,BN,,DSS,0.11269097549117153,0.5,-174.95754893082898,W
65276,30.82977793783531,-105.07300346959772,126.32,9.029999732971191,0.8199999928474426,0.1,-0.02,0.0,-0.1,-0.01,0.0,131.35,1258.91,300.0,300.0,300.0,300.0,300.0,300.0,-0.9559999704360962,-0.8740000128746033,0.8529999852180481,0.003,0.023,0.031,BN,,DSS,0.18789776526799443,0.5,-170.1120111844238,W
65807,30.829688106306897,-105.07300346959772,126.35,8.989999771118164,0.8199999928474426,0.1,0.0,0.0,-0.1,0.0,0.0,130.77,1258.33,300.0,300.0,300.0,300.0,300.0,300.0,-0.4860000014305115,0.012000000104308128,0.12399999797344208,0.328,0.981,0.815,BN,,,0.25758811572586826,0.375,-134.5416435419987,SW
66338,30.829598274778483,-105.07300346959772,126.35,8.989999771118164,0.8199999928474426,0.1,0.0,0.0,-0.1,0.0,0.0,130.24,1257.8,300.0,300.0,300.0,300.0,300.0,300.0,-0.4860000014305115,0.012000000104308128,0.12399999797344208,0.328,0.981,0.815,BN,,,0.34416175140326805,0.25,-23.369113163483064,SE
66869,30.82950844325007,-105.07300346959772,126.35,8.989999771118164,0.8199999928474426,0.1,0.0,0.0,-0.1,0.0,0.0,130.03,1257.59,300.0,300.0,300.0,300.0,300.0,300.0,-0.4860000014305115,0.012000000104308128,0.12399999797344208,0.328,0.981,0.815,BN,,,0.6939280750188617,0.375,51.045925979278024,NE
67400,30.829418611721657,-105.07300346959772,126.02,8.789999961853027,0.800000011920929,0.1,0.01,0.0,-0.1,0.0,0.0,130.98,1258.54,300.0,300.0,300.0,300.0,300.0,300.0,-0.527999997138977,-0.5640000104904175,0.7170000076293945,0.281,0.244,0.109,BN,,,0.39222063165045146,0.5,61.37906003791741,NE
67931,30.829328780193244,-105.07300346959772,126.02,8.789999961853027,0.800000011920929,0.1,0.01,0.0,-0.1,0.0,0.0,133.98,1261.54,300.0,300.0,300.0,300.0,300.0,300.0,-0.527999997138977,-0.5640000104904175,0.7170000076293945,0.281,0.244,0.109,BN,,DSS,0.19896202882576533,0.5,57.30990271943617,NE
68462,30.82923894866483,-105.07300346959772,126.02,8.789999961853027,0.800000011920929,0.1,0.01,0.0,-0.1,0.0,0.0,138.87,1266.43,300.0,300.0,300.0,300.0,300.0,300.0,-0.527999997138977,-0.5640000104904175,0.7170000076293945,0.281,0.244,0.109,BN,,DSS,0.07347640311748105,0.5,-73.27912655619441,S
68993,30.829149117136417,-105.07300346959772,126.25,8.59000015258789,0.7799999713897705,0.1,0.0,0.0,-0.1,0.0,0.0,143.98,1271.54,300.0,300.0,300.0,300.0,300.0,300.0,-0.7670000195503235,-0.5920000076293945,0.7559999823570251,0.075,0.216,0.082,BN,,DSS,0.1649550488847815,0.5,-97.42241898795261,S
69524,30.829059285608004,-105.07300346959772,126.25,8.59000015258789,0.7799999713897705,0.1,0.0,0.0,-0.1,0.0,0.0,147.67,1275.23,300.0,300.0,300.0,300.0,300.0,300.0,-0.7670000195503235,-0.5920000076293945,0.7559999823570251,0.075,0.216,0.082,BN,,DSS,0.1275417893877995,0.5,-100.55025395058964,S
70055,30.82896945407959,-105.07300346959772,126.25,8.59000015258789,0.7799999713897705,0.1,0.0,0.0,-0.1,0.0,0.0,149.86,1277.42,300.0,300.0,300.0,300.0,300.0,300.0,-0.7670000195503235,-0.5920000076293945,0.7559999823570251,0.075,0.216,0.082,BN,,DSS,0.1270812510526747,0.5,-86.11209043916648,S
70586,30.828879622551177,-105.07300346959772,126.42,8.520000457763672,0.7699999809265137,0.1,-0.01,0.0,-0.1,-0.01,0.0,151.08,1278.64,300.0,300.0,300.0,300.0,300.0,300.0,-0.8930000066757202,-0.7149999737739563,0.7289999723434448,0.016,0.111,0.1,BN,,DSS,0.15085029707563377,0.5,-80.34816653320024,S
71117,30.828789791022764,-105.07300346959772,126.42,8.520000457763672,0.7699999809265137,0.1,-0.01,0.0,-0.1,-0.01,0.0,151.75,1279.31,300.0,300.0,300.0,300.0,300.0,300.0,-0.8930000066757202,-0.7149999737739563,0.7289999723434448,0.016,0.111,0.1,BN,,DSS,0.11038432991940314,0.5,-70.15930191603492,S
71648,30.82869995949435,-105.07300346959772,126.42,8.520000457763672,0.7699999809265137,0.1,-0.01,0.0,-0.1,-0.01,0.0,152.13,1279.69,300.0,300.0,300.0,300.0,300.0,300.0,-0.8930000066757202,-0.7149999737739563,0.7289999723434448,0.016,0.111,0.1,BN,,DSS,0.09064924920304393,0.5,-44.999999999999986,SE
72179,30.828610127965938,-105.07300346959772,126.43,8.300000190734863,0.75,0.1,0.0,0.0,-0.1,0.0,0.0,152.36,1279.92,300.0,300.0,300.0,300.0,300.0,300.0,-0.7080000042915344,-0.6190000176429749,0.8069999814033508,0.116,0.19,0.052,BN,,DSS,0.1050981285014796,0.5,-7.4958576397310495,E
72710,30.828520296437524,-105.07300346959772,126.43,8.300000190734863,0.75,0.1,0.0,0.0,-0.1,0.0,0.0,152.6,1280.16,300.0,300.0,300.0,300.0,300.0,300.0,-0.7080000042915344,-0.6190000176429749,0.8069999814033508,0.116,0.19,0.052,BN,,DSS,0.06115588312288749,0.5,-6.546290783284421,E
73241,30.82843046490911,-105.07300346959772,126.43,8.300000190734863,0.75,0.1,0.0,0.0,-0.1,0.0,0.0,152.97,1280.53,300.0,300.0,300.0,300.0,300.0,300.0,-0.7080000042915344,-0.6190000176429749,0.8069999814033508,0.116,0.19,0.052,BN,,,0.034706017325613375,0.375,-88.60281897272111,S
73772,30.828340633380698,-105.07300346959772,127.25,8.239999771118164,0.75,0.1,-0.01,0.0,-0.1,-0.01,0.0,153.5,1281.06,300.0,300.0,300.0,300.0,300.0,300.0,-0.8320000171661377,-0.6859999895095825,0.6510000228881836,0.04,0.133,0.162,BN,,,0.11110528777710446,0.375,-143.23561932421003,SW
74303,30.828250801852285,-105.07300346959772,127.25,8.239999771118164,0.75,0.1,-0.01,0.0,-0.1,-0.01,0.0,154.1,1281.66,300.0,300.0,300.0,300.0,300.0,300.0,-0.8320000171661377,-0.6859999895095825,0.6510000228881836,0.04,0.133,0.162,BN,,DSS,0.2087279483436601,0.5,-133.05851360908596,SW
74834,30.82816097032387,-105.07300346959772,127.25,8.239999771118164,0.75,0.1,-0.01,0.0,-0.1,-0.01,0.0,154.64,1282.2,300.0,300.0,300.0,300.0,300.0,300.0,-0.8320000171661377,-0.6859999895095825,0.6510000228881836,0.04,0.133,0.162,BN,,DSS,0.3089375013186268,0.625,-133.05851360908477,SW
75365,30.82807113879546,-105.07300346959772,127.83,4.559999942779541,0.4099999964237213,0.1,-0.01,0.0,-0.1,-0.01,0.0,155.02,1282.58,300.0,300.0,300.0,300.0,300.0,300.0,-0.8650000095367432,-0.6510000228881836,0.3869999945163727,0.026,0.161,0.449,BN,,,0.42246180916794196,0.625,-141.46981998517586,SW
75896,30.827981307267045,-105.07300346959772,127.83,4.559999942779541,0.4099999964237213,0.1,-0.01,0.0,-0.1,-0.01,0.0,155.23,1282.79,300.0,300.0,300.0,300.0,300.0,300.0,-0.8650000095367432,-0.6510000228881836,0.3869999945163727,0.026,0.161,0.449,BN,,,0.47507275484327305,0.625,-150.73200478510722,SW
76427,30.82789147573863,-105.07300346959772,127.83,4.559999942779541,0.4099999964237213,0.1,-0.01,0.0,-0.1,-0.01,0.0,155.32,1282.88,300.0,300.0,300.0,300.0,300.0,300.0,-0.8650000095367432,-0.6510000228881836,0.3869999945163727,0.026,0.161,0.449,BN,,,0.6977383105656985,0.625,-152.52556837372384,SW
76958,30.82780164421022,-105.07300346959772,127.75,4.449999809265137,0.4000000059604645,0.1,-0.01,0.0,-0.1,0.0,0.0,155.35,1282.91,300.0,300.0,300.0,300.0,300.0,300.0,-0.597000002861023,-0.6869999766349792,0.0,0.211,0.132,1.0,BN,,,0.6264591930016243,1.0,-158.1985905136489,W
77489,30.827711812681805,-105.07300346959772,127.75,4.449999809265137,0.4000000059604645,0.1,-0.01,0.0,-0.1,0.0,0.0,155.35,1282.91,300.0,300.0,300.0,300.0,300.0,300.0,-0.597000002861023,-0.6869999766349792,0.0,0.211,0.132,1.0,BN,,DSS,0.1878278383084371,0.75,80.53767779197878,N
78020,30.827621981153392,-105.07300346959772,127.75,4.449999809265137,0.4000000059604645,0.1,-0.01,0.0,-0.1,0.0,0.0,155.3,1282.86,300.0,300.0,300.0,300.0,300.0,300.0,-0.597000002861023,-0.6869999766349792,0.0,0.211,0.132,1.0,BN,,,0.5820932773268654,0.625,48.179830119865734,NE
78551,30.82753214962498,-105.07300346959772,127.6,4.320000171661377,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,155.22,1282.78,300.0,300.0,300.0,300.0,300.0,300.0,-0.8820000290870667,-0.7139999866485596,0.6320000290870667,0.02,0.111,0.178,BN,,DSS,0.3288149487200858,0.5,58.24051991518693,NE
79082,30.827442318096566,-105.07300346959772,127.6,4.320000171661377,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,155.09,1282.65,300.0,300.0,300.0,300.0,300.0,300.0,-0.8820000290870667,-0.7139999866485596,0.6320000290870667,0.02,0.111,0.178,BN,,DSS,0.19294118255411047,0.5,45.00000000000003,NE
79613,30.827352486568152,-105.07300346959772,127.6,4.320000171661377,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,154.9,1282.46,300.0,300.0,300.0,300.0,300.0,300.0,-0.8820000290870667,-0.7139999866485596,0.6320000290870667,0.02,0.111,0.178,BN,,DSS,0.1453230934669339,0.5,22.619864948040938,NE
80144,30.82726265503974,-105.07300346959772,127.35,4.329999923706055,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,154.68,1282.24,300.0,300.0,300.0,300.0,300.0,300.0,-0.5509999990463257,-0.7160000205039978,0.0,0.257,0.109,1.0,BN,,DSS,0.21123571586031165,0.5,57.994616791914375,NE
80675,30.827172823511326,-105.07300346959772,127.35,4.329999923706055,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,154.47,1282.03,300.0,300.0,300.0,300.0,300.0,300.0,-0.5509999990463257,-0.7160000205039978,0.0,0.257,0.109,1.0,BN,,DSS,0.17452442782091818,0.5,48.17983011986574,NE
81206,30.827082991982913,-105.07300346959772,127.35,4.329999923706055,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,154.16,1281.72,300.0,300.0,300.0,300.0,300.0,300.0,-0.5509999990463257,-0.7160000205039978,0.0,0.257,0.109,1.0,BN,,DSS,0.10964185831056815,0.5,26.56505117707398,NE
81737,30.8269931604545,-105.07300346959772,127.03,4.28000020980835,0.38999998569488525,0.1,0.0,0.0,-0.1,0.01,0.0,153.81,1281.37,300.0,300.0,300.0,300.0,300.0,300.0,-0.7269999980926514,-0.6140000224113464,0.3070000112056732,0.102,0.195,0.554,BN,,DSS,0.16078450544174339,0.5,60.15406805031156,NE
82268,30.826903328926086,-105.07300346959772,127.03,4.28000020980835,0.38999998569488525,0.1,0.0,0.0,-0.1,0.01,0.0,153.47,1281.03,300.0,300.0,300.0,300.0,300.0,300.0,-0.7269999980926514,-0.6140000224113464,0.3070000112056732,0.102,0.195,0.554,BN,,DSS,0.2771438986981684,0.5,76.47683934958597,N
82799,30.826813497397673,-105.07300346959772,127.03,4.28000020980835,0.38999998569488525,0.1,0.0,0.0,-0.1,0.01,0.0,153.08,1280.64,300.0,300.0,300.0,300.0,300.0,300.0,-0.7269999980926514,-0.6140000224113464,0.3070000112056732,0.102,0.195,0.554,BN,,DSS,0.3093091917645715,0.5,77.93869054295538,N
83330,30.82672366586926,-105.07300346959772,126.67,4.260000228881836,0.38999998569488525,0.1,0.0,0.0,-0.1,0.0,0.0,152.38,1279.94,300.0,300.0,300.0,300.0,300.0,300.0,-0.7319999933242798,-0.7329999804496765,0.3779999911785126,0.098,0.097,0.46,BN,,DSS,0.1512884620979709,0.5,75.72469347078976,N
